hapid	haplength	total_reads	total_samples	strain	refid_3D7	snv_dist_from_3D7	indel_dist_from_3D7	refid_DD2	snv_dist_from_DD2	indel_dist_from_DD2	snv_filter	indel_filter	bimera
ASV111	286	22319	94	N	PF3D7_1035100	6	0	PF3D7_1035100	3	0	PASS	PASS	FALSE
ASV112	261	22260	90	3D7	PF10_0119	0	0	PF3D7_0503200	109	0	PASS	PASS	FALSE
ASV113	211	21956	4	N	PF3D7_0419900_2	1	0	PfMDR1_1	99	7	PASS	PASS	FALSE
ASV114	234	21667	83	3D7	PF3D7_0207300	0	0	PF3D7_0207300	4	0	PASS	PASS	FALSE
ASV115	249	21572	128	3D7	PF3D7_0809400	0	0	PF3D7_0809400	1	0	PASS	PASS	FALSE
ASV116	244	21485	40	N	PF3D7_0935400	1	0	PF3D7_0935400	1	0	PASS	PASS	FALSE
ASV117	236	20312	83	N	PF3D7_1410300	2	0	PF3D7_1410300	4	0	PASS	PASS	FALSE
ASV118	274	20253	65	N	PF3D7_1429800	2	0	PF3D7_1035700	132	11	PASS	PASS	FALSE
ASV119	165	19976	16	3D7	PF3D7_0806300	0	0	PF3D7_0806300	1	0	PASS	PASS	FALSE
ASV120	199	19814	120	N	PF3D7_1233600	1	0	PfAMA_1	101	5	PASS	PASS	FALSE
ASV121	206	19767	12	DD2	PF3D7_1252100	1	0	PF3D7_1252100	0	0	PASS	PASS	FALSE
ASV122	218	19621	125	3D7	PF3D7_1007900	0	0	PF3D7_0422500	99	4	PASS	PASS	FALSE
ASV123	261	19381	93	N	PF3D7_0503200	2	0	PF3D7_0503200	1	0	PASS	PASS	FALSE
ASV124	147	19111	161	3D7	PF3D7_1022000	0	0	RAMA	76	1	PASS	PASS	FALSE
ASV125	296	19100	8	3D7	PSOP24	0	0	PF3D7_0217200	134	3	PASS	PASS	FALSE
ASV126	285	18759	71	DD2	PF3D7_1035700	4	0	PF3D7_1035700	0	0	PASS	PASS	FALSE
ASV127	294	18635	162	3D7	PF3D7_1407900	0	0	PF3D7_1322200	143	6	PASS	PASS	FALSE
ASV128	235	18501	134	DD2	PF3D7_1469600	3	0	PF3D7_1469600	0	0	PASS	PASS	FALSE
ASV129	166	18276	35	N	PF3D7_0716300	2	0	PF3D7_0716300	1	0	PASS	PASS	FALSE
ASV130	248	18273	47	DD2	PF3D7_0615900	1	3	PF3D7_0615900	0	0	PASS	PASS	FALSE
ASV131	178	17626	156	3D7	PF3D7_1447900	0	0	PF3D7_1447900	1	0	PASS	PASS	FALSE
ASV132	190	17090	19	N	PF3D7_1418100	2	0	PF3D7_1418100	1	0	PASS	PASS	FALSE
ASV133	196	16980	48	N	PfAMA_1	10	0	PfAMA_1	6	0	PASS	PASS	FALSE
ASV134	177	16772	159	N	PF3D7_1018600	0	6	PF3D7_1018600	0	3	PASS	PASS	FALSE
ASV135	248	16449	35	N	PF3D7_0615900	3	3	PF3D7_0615900	2	0	PASS	PASS	FALSE
ASV136	239	15820	161	DD2	PfSERA3	1	0	PfSERA3	0	0	PASS	PASS	FALSE
ASV137	225	15736	33	DD2	PF3D7_0411900_1	1	0	PF3D7_0411900_1	0	0	PASS	PASS	FALSE
ASV138	186	15707	9	DD2	PF3D7_0220800	1	0	PF3D7_0220800	0	0	PASS	PASS	FALSE
ASV139	241	15472	22	3D7	PF3D7_0519300	0	0	PF3D7_1455300	111	7	PASS	PASS	FALSE
ASV140	192	15265	130	N	PF3D7_1129100	1	0	PF3D7_1129100	1	0	PASS	PASS	FALSE
ASV141	257	14991	144	N	PF3D7_1409700	4	0	PF3D7_1409700	3	0	PASS	PASS	FALSE
ASV142	196	14881	45	N	PfAMA_1	7	0	PfAMA_1	11	0	PASS	PASS	FALSE
ASV143	168	14642	12	N	PF3D7_1448500	2	0	PF3D7_1448500	1	0	PASS	PASS	FALSE
ASV144	235	14632	17	N	PF3D7_0501800	1	0	PfDHPS_1	100	9	PASS	PASS	FALSE
ASV145	282	14528	13	N	B9	2	0	B9	1	0	PASS	PASS	FALSE
ASV146	214	14460	20	DD2	PF3D7_0422500	1	0	PF3D7_0422500	0	0	PASS	PASS	FALSE
ASV147	250	14009	33	DD2	PF3D7_0411900_2	1	0	PF3D7_0411900_2	0	0	PASS	PASS	FALSE
ASV148	170	13741	15	3D7	PfDHFR_2	0	0	PfDHFR_2	1	0	PASS	PASS	FALSE
ASV149	261	13387	68	N	PF10_0119	1	0	PF3D7_0503200	108	0	PASS	PASS	FALSE
ASV150	274	13216	34	N	PF3D7_1429800	5	0	PF3D7_1352900	130	5	PASS	PASS	FALSE
ASV151	226	13093	134	3D7	PfDHPS_1	0	0	PfDHPS_1	1	0	PASS	PASS	FALSE
ASV152	196	13053	55	3D7	PfAMA_1	0	0	PfAMA_1	6	0	PASS	PASS	FALSE
ASV153	239	12949	156	N	PF3D7_1250100	2	0	PF3D7_1250100	1	0	PASS	PASS	FALSE
ASV154	247	12870	16	3D7	PF3D7_1429500	0	0	PF3D7_1429500	1	0	PASS	PASS	FALSE
ASV155	286	12579	60	N	PF3D7_1035100	5	0	PF3D7_1035100	2	0	PASS	PASS	FALSE
ASV156	73	12506	158	N	PfMDR1_2	1	0	PfDHPS_2	16	32	PASS	PASS	FALSE
ASV157	160	12328	76	N	PF3D7_1302900	4	0	PF3D7_1302900	4	0	PASS	PASS	TRUE
ASV158	209	12114	15	N	PF3D7_0807800	2	0	PF3D7_0729700	83	10	PASS	PASS	FALSE
ASV159	199	12016	160	N	PF3D7_0729700	1	0	PF3D7_0729700	3	0	PASS	PASS	FALSE
ASV160	266	11804	16	3D7	PF3D7_1211900	0	0	PF3D7_0508900	121	8	PASS	PASS	FALSE
ASV161	236	11629	45	N	PF3D7_1410300	1	0	PF3D7_1410300	3	0	PASS	PASS	FALSE
ASV162	35	11577	2	3D7	PfMDR1_3	0	0	PfDHPS_2	20	6	PASS	PASS	FALSE
ASV163	208	11503	158	3D7	PfMDR1_1	0	0	PfMDR1_1	2	0	PASS	PASS	FALSE
ASV164	254	11453	83	DD2	PF3D7_1246500	1	0	PF3D7_1246500	0	0	PASS	PASS	FALSE
ASV165	156	11388	160	3D7	GRP94	0	0	PF3D7_1464700	70	7	PASS	PASS	FALSE
ASV166	164	11279	35	3D7	PF3D7_1239800_1	0	0	PF3D7_1239800_1	1	0	PASS	PASS	FALSE
ASV167	166	10925	10	3D7	PF11_0373	0	0	PF11_0373	2	0	PASS	PASS	FALSE
ASV168	255	10601	59	N	PF3D7_0503200	1	6	PF3D7_0503200	2	6	PASS	PASS	FALSE
ASV169	259	10524	43	3D7	PF3D7_1114900	0	0	PF3D7_1114900	1	0	PASS	PASS	FALSE
ASV170	285	10505	44	N	PF3D7_1035700	4	0	PF3D7_1035700	8	0	PASS	PASS	FALSE
ASV171	285	10442	53	N	PF3D7_1035700	6	0	PF3D7_1035700	6	0	PASS	PASS	FALSE
ASV172	234	10400	49	N	PF3D7_0207300	4	0	PF3D7_0207300	3	0	PASS	PASS	FALSE
ASV173	303	10390	139	N	P38	3	0	P38	3	0	PASS	PASS	FALSE
ASV174	211	10013	8	N	PF3D7_0504400	1	0	PF3D7_0504400	2	0	PASS	PASS	FALSE
ASV175	254	9978	74	3D7	PF3D7_1246500	0	0	PF3D7_1246500	1	0	PASS	PASS	FALSE
ASV176	337	9789	14	N	PfTRAP_1	148	17	PfTRAP_1	149	17	FAIL	PASS	FALSE
ASV177	294	9127	48	N	PF3D7_1466800	1	0	PF3D7_1465800	120	8	PASS	PASS	FALSE
ASV178	337	9075	7	N	PfTRAP_1	148	17	PfTRAP_1	149	17	FAIL	PASS	FALSE
ASV179	288	9005	81	N	PfCSP_1	7	0	PfCSP_1	2	0	PASS	PASS	FALSE
ASV180	276	8779	17	N	PF3D7_0525100	1	0	PF3D7_0525100	3	0	PASS	PASS	FALSE
ASV181	145	8666	42	DD2	CS	1	0	CS	0	0	PASS	PASS	FALSE
ASV182	274	8170	9	N	MSP10	2	0	MSP10	1	0	PASS	PASS	FALSE
ASV183	279	7953	23	N	PF3D7_1354200	1	0	PF3D7_1353100	131	3	PASS	PASS	FALSE
ASV184	258	7784	81	N	PF3D7_0508900	1	0	PF3D7_0508900	1	0	PASS	PASS	FALSE
ASV185	303	7633	11	N	PF3D7_0802000	1	0	PF3D7_0802000	2	0	PASS	PASS	FALSE
ASV186	269	7545	26	N	PF3D7_1352900	3	0	PF3D7_1352900	2	0	PASS	PASS	FALSE
ASV187	89	7496	94	N	PfMDR1_4	1	0	PfDHPS_2	19	48	PASS	PASS	FALSE
ASV188	168	7492	5	N	PF3D7_1448500	2	0	PF3D7_1448500	1	0	PASS	PASS	FALSE
ASV189	241	7445	14	N	PF3D7_0519300	1	0	PF3D7_0935400	112	3	PASS	PASS	FALSE
ASV190	245	7410	125	3D7	PF3D7_1332900	0	0	PF3D7_0311900	106	10	PASS	PASS	FALSE
ASV191	234	7288	2	N	PF3D7_1455300	2	0	PF3D7_1455300	1	0	PASS	PASS	FALSE
ASV192	286	7257	7	3D7	PF3D7_0211700	0	0	PF3D7_0211700	0	30	PASS	PASS	FALSE
ASV193	236	7172	25	3D7	PF3D7_1410300	0	0	PF3D7_1410300	2	0	PASS	PASS	FALSE
ASV194	262	6946	131	N	PF3D7_1473700	1	45	PF3D7_1473700	0	45	PASS	FAIL	FALSE
ASV195	234	6758	2	N	PF3D7_1455300	3	0	PF3D7_1455300	2	0	PASS	PASS	FALSE
ASV196	199	6680	43	3D7	PF3D7_1233600	0	0	PfAMA_1	102	5	PASS	PASS	FALSE
ASV197	217	6633	2	N	PF3D7_1473700	2	0	PF3D7_1473700	1	0	PASS	PASS	FALSE
ASV198	194	6138	3	DD2	PF3D7_0910000	1	0	PF3D7_0910000	0	0	PASS	PASS	FALSE
ASV199	276	6127	27	N	PF3D7_1472300	2	0	PF3D7_1472300	1	0	PASS	PASS	FALSE
ASV200	89	5917	67	3D7	PfMDR1_4	0	0	PfDHPS_2	19	48	PASS	PASS	FALSE
ASV201	288	5814	49	N	PfCSP_1	10	0	PfCSP_1	6	0	PASS	PASS	FALSE
ASV202	210	5667	149	3D7	PF3D7_1224000	0	0	SPECT	96	4	PASS	PASS	FALSE
ASV203	291	5592	73	N	PF3D7_1126100_1	1	0	PF3D7_1126100_1	3	0	PASS	PASS	FALSE
ASV204	218	5556	121	3D7	PF3D7_0710400	0	0	PF3D7_0710400	2	0	PASS	PASS	FALSE
ASV205	304	5508	95	N	PF3D7_0103600	1	6	PF3D7_0802000	143	11	PASS	PASS	FALSE
ASV206	218	5287	38	N	PF3D7_1007900	1	0	PF3D7_0830800_2	95	4	PASS	PASS	FALSE
ASV207	291	5230	72	N	PF3D7_1126100_1	1	0	PF3D7_1126100_1	1	0	PASS	PASS	FALSE
ASV208	177	5197	139	DD2	PF3D7_0830800_1	1	0	PF3D7_0830800_1	0	0	PASS	PASS	FALSE
ASV209	234	5056	2	DD2	PF3D7_1455300	1	0	PF3D7_1455300	0	0	PASS	PASS	FALSE
ASV210	296	4976	120	N	PF3D7_1333200	1	0	PF3D7_1322200	122	6	PASS	PASS	FALSE
ASV211	194	4966	37	N	PF3D7_0910000	1	0	PF3D7_0910000	2	0	PASS	PASS	TRUE
ASV212	304	4929	86	N	PF3D7_0217200	0	3	PF3D7_0217200	0	9	PASS	PASS	FALSE
ASV213	234	4797	131	N	PF3D7_1250400	1	0	PF3D7_1320700	103	2	PASS	PASS	FALSE
ASV214	234	4788	33	N	PF3D7_0207300	4	0	PF3D7_0207300	2	0	PASS	PASS	FALSE
ASV215	235	4685	10	N	PF3D7_0501800	1	0	PfDHPS_1	99	9	PASS	PASS	FALSE
ASV216	220	4614	155	N	RhopH3	2	0	RhopH3	1	0	PASS	PASS	FALSE
ASV217	320	4390	2	DD2	PfTRAP_1	5	0	PfTRAP_1	0	0	PASS	PASS	FALSE
ASV218	175	4380	103	3D7	PF3D7_1126100_2	0	0	PF3D7_1126100_2	1	0	PASS	PASS	FALSE
ASV219	258	4111	55	N	PF3D7_0508900	1	0	PF3D7_0508900	3	0	PASS	PASS	FALSE
ASV220	228	4109	61	N	PF3D7_0424400	4	0	PF3D7_0424400	3	0	PASS	PASS	FALSE
ASV221	160	4046	5	N	PF3D7_1302900	2	0	PF3D7_1302900	2	0	PASS	PASS	FALSE
ASV222	382	4028	4	N	PfTRAP_1	134	62	PfTRAP_1	135	62	FAIL	FAIL	FALSE
ASV223	307	3983	112	N	PF3D7_0217200	139	6	PF3D7_0217200	133	12	FAIL	PASS	FALSE
ASV224	196	3953	14	N	PfAMA_1	3	0	PfAMA_1	7	0	PASS	PASS	FALSE
ASV225	154	3928	105	DD2	PF3D7_1034900_1	1	0	PF3D7_1034900_1	0	0	PASS	PASS	FALSE
ASV226	214	3909	153	3D7	ASP	0	0	PF3D7_1473700	100	3	PASS	PASS	FALSE
ASV227	236	3887	12	DD2	PF3D7_1410300	2	0	PF3D7_1410300	0	0	PASS	PASS	FALSE
ASV228	298	3813	46	N	PF3D7_0103600	2	0	PF3D7_1465800	124	10	PASS	PASS	FALSE
ASV229	217	3702	2	N	PF3D7_1473700	2	0	PF3D7_1473700	1	0	PASS	PASS	FALSE
ASV230	168	3641	3	DD2	PF3D7_1448500	1	0	PF3D7_1448500	0	0	PASS	PASS	FALSE
ASV231	249	3540	17	N	PF3D7_0809400	2	0	PF3D7_0809400	1	0	PASS	PASS	FALSE
ASV232	192	3505	33	DD2	PF3D7_1129100	0	0	PF3D7_1129100	0	0	PASS	PASS	FALSE
ASV233	168	3460	1	N	PF3D7_1448500	3	0	PF3D7_1448500	2	0	PASS	PASS	FALSE
ASV234	249	3439	16	DD2	PF3D7_0809400	1	0	PF3D7_0809400	0	0	PASS	PASS	FALSE
ASV235	259	3396	2	DD2	PfSERA2_1	3	0	PfSERA2_1	0	0	PASS	PASS	FALSE
ASV236	162	3373	98	N	PF3D7_0905600	7	3	PF3D7_1239800_1	75	2	PASS	PASS	FALSE
ASV237	269	3354	16	N	PF3D7_1352900	2	0	PF3D7_1352900	2	0	PASS	PASS	FALSE
ASV238	226	3340	28	N	PfDHPS_1	1	0	PfDHPS_1	2	0	PASS	PASS	FALSE
ASV239	218	3176	11	N	GEST	3	0	GEST	1	0	PASS	PASS	FALSE
ASV240	196	3143	8	N	PfAMA_1	12	0	PfAMA_1	10	0	PASS	PASS	FALSE
ASV241	208	2982	2	DD2	PF3D7_0401900	0	36	PF3D7_0401900	0	0	PASS	FAIL	FALSE
ASV242	285	2925	44	N	PF3D7_0711500	5	3	PF3D7_0711500	4	3	PASS	PASS	FALSE
ASV243	152	2832	2	DD2	PfDHFR_1	2	0	PfDHFR_1	0	0	PASS	PASS	FALSE
ASV244	226	2697	130	DD2	PF3D7_1148700_1	3	0	PF3D7_1148700_1	0	0	PASS	PASS	FALSE
ASV245	288	2582	76	3D7	PF3D7_0711500	0	0	PF3D7_0711500	1	0	PASS	PASS	FALSE
ASV246	166	2556	2	DD2	PF11_0373	2	0	PF11_0373	0	0	PASS	PASS	FALSE
ASV247	148	2469	2	DD2	RAMA	1	0	RAMA	0	0	PASS	PASS	FALSE
ASV248	219	2452	2	DD2	Pfs16	2	0	Pfs16	0	0	PASS	PASS	FALSE
ASV249	235	2433	25	N	PF3D7_1469600	4	0	PF3D7_1469600	1	0	PASS	PASS	FALSE
ASV250	228	2342	32	N	PF3D7_0424400	5	0	PF3D7_0424400	4	0	PASS	PASS	FALSE
ASV251	286	2331	7	DD2	PF3D7_1035100	5	0	PF3D7_1035100	0	0	PASS	PASS	FALSE
ASV252	176	2278	2	3D7	MSRP4	0	0	PF3D7_1018600	81	4	PASS	PASS	FALSE
