hapid	haplength	total_reads	total_samples	strain	refid_3D7	snv_dist_from_3D7	indel_dist_from_3D7	refid_DD2	snv_dist_from_DD2	indel_dist_from_DD2	snv_filter	indel_filter	bimera
ASV113	235	17625	144	DD2	PF3D7_1469600	3	0	PF3D7_1469600	0	0	PASS	PASS	FALSE
ASV114	41	17276	81	3D7	PfDHPS_2	0	0	PfDHPS_2	1	0	PASS	PASS	FALSE
ASV115	199	17151	160	N	PF3D7_0729700	1	0	PF3D7_0729700	3	0	PASS	PASS	FALSE
ASV116	276	16861	27	N	PF3D7_0525100	1	0	PF3D7_0525100	3	0	PASS	PASS	FALSE
ASV117	147	16595	159	3D7	PF3D7_1022000	0	0	RAMA	76	1	PASS	PASS	FALSE
ASV118	234	16362	57	3D7	PF3D7_0728200	0	0	PF3D7_1455300	113	6	PASS	PASS	FALSE
ASV119	261	16323	67	N	PF10_0119	1	0	PF3D7_0503200	108	0	PASS	PASS	FALSE
ASV120	177	16166	156	N	PF3D7_1018600	0	6	PF3D7_1018600	0	3	PASS	PASS	FALSE
ASV121	241	15956	39	3D7	PF3D7_0519300	0	0	PF3D7_1455300	111	7	PASS	PASS	FALSE
ASV122	186	15931	11	DD2	PF3D7_0220800	1	0	PF3D7_0220800	0	0	PASS	PASS	FALSE
ASV123	254	15767	29	N	PF3D7_1340400	2	0	PF3D7_1340400	1	0	PASS	PASS	FALSE
ASV124	199	15653	105	N	PF3D7_1233600	1	0	PfAMA_1	101	5	PASS	PASS	FALSE
ASV125	254	15130	91	3D7	PF3D7_1246500	0	0	PF3D7_1246500	1	0	PASS	PASS	FALSE
ASV126	226	14842	134	3D7	PfDHPS_1	0	0	PfDHPS_1	1	0	PASS	PASS	FALSE
ASV127	192	14302	116	N	PF3D7_1129100	1	0	PF3D7_1129100	1	0	PASS	PASS	FALSE
ASV128	236	14120	38	3D7	PF3D7_1407800	0	0	PfSERA3	113	3	PASS	PASS	FALSE
ASV129	250	13519	49	DD2	PF3D7_0411900_2	1	0	PF3D7_0411900_2	0	0	PASS	PASS	FALSE
ASV130	294	13352	153	3D7	PF3D7_1407900	0	0	PF3D7_1322200	143	6	PASS	PASS	FALSE
ASV131	257	13207	154	N	PF3D7_1409700	4	0	PF3D7_1409700	3	0	PASS	PASS	FALSE
ASV132	236	13064	85	N	PF3D7_1410300	2	0	PF3D7_1410300	4	0	PASS	PASS	FALSE
ASV133	176	13024	81	3D7	MSP11.H103.MSP3.7	0	0	PF3D7_0830800_1	96	1	PASS	PASS	FALSE
ASV134	276	12245	43	N	PF3D7_1472300	2	0	PF3D7_1472300	1	0	PASS	PASS	FALSE
ASV135	166	12103	20	N	PF3D7_0716300	2	0	PF3D7_0716300	1	0	PASS	PASS	FALSE
ASV136	244	11988	19	N	PF3D7_0935400	1	0	PF3D7_0935400	1	0	PASS	PASS	FALSE
ASV137	214	11802	22	DD2	PF3D7_0422500	1	0	PF3D7_0422500	0	0	PASS	PASS	FALSE
ASV138	286	11631	74	N	PF3D7_1035100	6	0	PF3D7_1035100	3	0	PASS	PASS	FALSE
ASV139	255	10840	57	N	PF3D7_0503200	1	6	PF3D7_0503200	2	6	PASS	PASS	FALSE
ASV140	196	10744	59	3D7	PfAMA_1	0	0	PfAMA_1	6	0	PASS	PASS	FALSE
ASV141	235	10721	14	N	PF3D7_0501800	1	0	PfDHPS_1	100	9	PASS	PASS	FALSE
ASV142	178	10664	148	3D7	PF3D7_1447900	0	0	PF3D7_1447900	1	0	PASS	PASS	FALSE
ASV143	303	10515	29	DD2	PF3D7_0802000	1	0	PF3D7_0802000	0	0	PASS	PASS	FALSE
ASV144	164	10087	35	3D7	PF3D7_1239800_1	0	0	PF3D7_1239800_1	1	0	PASS	PASS	FALSE
ASV145	239	9578	150	DD2	PfSERA3	1	0	PfSERA3	0	0	PASS	PASS	FALSE
ASV146	208	9371	147	3D7	PfMDR1_1	0	0	PfMDR1_1	2	0	PASS	PASS	FALSE
ASV147	254	9050	73	DD2	PF3D7_1246500	1	0	PF3D7_1246500	0	0	PASS	PASS	FALSE
ASV148	274	9031	67	N	PF3D7_1429800	2	0	PF3D7_1035700	132	11	PASS	PASS	FALSE
ASV149	222	8831	5	N	PF3D7_0612900	2	0	PF3D7_0612900	2	0	PASS	PASS	FALSE
ASV150	168	8760	11	DD2	PF3D7_1448500	1	0	PF3D7_1448500	0	0	PASS	PASS	FALSE
ASV151	248	8661	32	DD2	PF3D7_0615900	1	3	PF3D7_0615900	0	0	PASS	PASS	FALSE
ASV152	337	8546	12	N	PfTRAP_1	148	17	PfTRAP_1	149	17	FAIL	PASS	FALSE
ASV153	156	8111	145	3D7	GRP94	0	0	PF3D7_1464700	70	7	PASS	PASS	FALSE
ASV154	236	7805	33	3D7	PF3D7_1410300	0	0	PF3D7_1410300	2	0	PASS	PASS	FALSE
ASV155	259	7320	33	3D7	PF3D7_1114900	0	0	PF3D7_1114900	1	0	PASS	PASS	FALSE
ASV156	304	7074	109	N	PF3D7_0217200	0	3	PF3D7_0217200	0	9	PASS	PASS	FALSE
ASV157	41	7021	65	N	PfDHPS_2	1	0	PfDHPS_2	2	0	PASS	PASS	FALSE
ASV158	239	6878	135	N	PF3D7_1250100	2	0	PF3D7_1250100	1	0	PASS	PASS	FALSE
ASV159	160	6662	39	N	PF3D7_1302900	4	0	PF3D7_1302900	4	0	PASS	PASS	TRUE
ASV160	234	6630	142	N	PF3D7_1250400	1	0	PF3D7_1320700	103	2	PASS	PASS	FALSE
ASV161	209	6550	8	N	PF3D7_0807800	3	0	PF3D7_0729700	83	10	PASS	PASS	FALSE
ASV162	285	6495	56	N	PF3D7_1035700	6	0	PF3D7_1035700	6	0	PASS	PASS	FALSE
ASV163	210	6451	145	3D7	PF3D7_1224000	0	0	SPECT	96	4	PASS	PASS	FALSE
ASV164	304	6356	114	N	PF3D7_0103600	1	6	PF3D7_0802000	143	11	PASS	PASS	FALSE
ASV165	199	6307	46	3D7	PF3D7_1233600	0	0	PfAMA_1	102	5	PASS	PASS	FALSE
ASV166	291	6158	86	N	PF3D7_1126100_1	1	0	PF3D7_1126100_1	3	0	PASS	PASS	FALSE
ASV167	288	6051	93	N	PfCSP_1	7	0	PfCSP_1	2	0	PASS	PASS	FALSE
ASV168	177	5872	142	DD2	PF3D7_0830800_1	1	0	PF3D7_0830800_1	0	0	PASS	PASS	FALSE
ASV169	279	5798	18	N	PF3D7_1354200	1	0	PF3D7_1353100	131	3	PASS	PASS	FALSE
ASV170	245	5455	120	3D7	PF3D7_1332900	0	0	PF3D7_0311900	106	10	PASS	PASS	FALSE
ASV171	258	5390	65	N	PF3D7_0508900	1	0	PF3D7_0508900	3	0	PASS	PASS	FALSE
ASV172	234	5367	47	N	PF3D7_0207300	4	0	PF3D7_0207300	2	0	PASS	PASS	FALSE
ASV173	218	5302	30	N	PF3D7_1007900	1	0	PF3D7_0830800_2	95	4	PASS	PASS	FALSE
ASV174	303	5167	113	N	P38	3	0	P38	3	0	PASS	PASS	FALSE
ASV175	145	4965	25	DD2	CS	1	0	CS	0	0	PASS	PASS	FALSE
ASV176	196	4886	23	N	PfAMA_1	10	0	PfAMA_1	6	0	PASS	PASS	FALSE
ASV177	73	4845	131	N	PfMDR1_2	1	0	PfDHPS_2	16	32	PASS	PASS	FALSE
ASV178	218	4717	67	N	PF3D7_0710400	1	0	PF3D7_0710400	1	0	PASS	PASS	FALSE
ASV179	228	4700	77	N	PF3D7_0424400	4	0	PF3D7_0424400	3	0	PASS	PASS	FALSE
ASV180	234	4596	30	N	PF3D7_0207300	4	0	PF3D7_0207300	3	0	PASS	PASS	FALSE
ASV181	218	4485	88	3D7	PF3D7_0710400	0	0	PF3D7_0710400	2	0	PASS	PASS	FALSE
ASV182	262	4403	122	N	PF3D7_1473700	1	45	PF3D7_1473700	0	45	PASS	FAIL	FALSE
ASV183	235	4319	6	N	PF3D7_0501800	1	0	PfDHPS_1	99	9	PASS	PASS	FALSE
ASV184	258	4254	51	N	PF3D7_0508900	1	0	PF3D7_0508900	1	0	PASS	PASS	FALSE
ASV185	236	4131	30	N	PF3D7_1410300	1	0	PF3D7_1410300	3	0	PASS	PASS	FALSE
ASV186	296	3995	3	3D7	PSOP24	0	0	PF3D7_0217200	134	3	PASS	PASS	FALSE
ASV187	274	3961	20	N	PF3D7_1429800	5	0	PF3D7_1352900	130	5	PASS	PASS	FALSE
ASV188	269	3780	18	N	PF3D7_1352900	3	0	PF3D7_1352900	2	0	PASS	PASS	FALSE
ASV189	220	3753	134	N	RhopH3	2	0	RhopH3	1	0	PASS	PASS	FALSE
ASV190	89	3744	91	N	PfMDR1_4	1	0	PfDHPS_2	19	48	PASS	PASS	FALSE
ASV191	214	3700	147	3D7	ASP	0	0	PF3D7_1473700	100	3	PASS	PASS	FALSE
ASV192	291	3634	66	N	PF3D7_1126100_1	1	0	PF3D7_1126100_1	1	0	PASS	PASS	FALSE
ASV193	175	3628	95	3D7	PF3D7_1126100_2	0	0	PF3D7_1126100_2	1	0	PASS	PASS	FALSE
ASV194	154	3619	93	DD2	PF3D7_1034900_1	1	0	PF3D7_1034900_1	0	0	PASS	PASS	FALSE
ASV195	234	3587	1	N	PF3D7_1455300	3	0	PF3D7_1455300	2	0	PASS	PASS	FALSE
ASV196	192	3586	34	DD2	PF3D7_1129100	0	0	PF3D7_1129100	0	0	PASS	PASS	FALSE
ASV197	285	3562	17	N	PF3D7_1035700	4	0	PF3D7_1035700	8	0	PASS	PASS	FALSE
ASV198	296	3559	113	N	PF3D7_1333200	1	0	PF3D7_1322200	122	6	PASS	PASS	FALSE
ASV199	162	3554	102	N	PF3D7_0905600	7	3	PF3D7_1239800_1	75	2	PASS	PASS	FALSE
ASV200	294	3551	25	N	PF3D7_1466800	1	0	PF3D7_1465800	120	8	PASS	PASS	FALSE
ASV201	216	3521	105	N	PF3D7_1125700	1	0	PF3D7_1125700	1	4	PASS	PASS	FALSE
ASV202	206	3076	9	DD2	PF3D7_1252100	1	0	PF3D7_1252100	0	0	PASS	PASS	FALSE
ASV203	258	2775	31	3D7	PF3D7_0508900	0	0	PF3D7_0508900	2	0	PASS	PASS	FALSE
ASV204	288	2555	65	N	PF3D7_0711500	2	0	PF3D7_0711500	1	0	PASS	PASS	FALSE
ASV205	282	2481	7	N	B9	2	0	B9	1	0	PASS	PASS	FALSE
ASV206	234	2399	2	DD2	PF3D7_1455300	1	0	PF3D7_1455300	0	0	PASS	PASS	FALSE
ASV207	286	2257	3	N	PF3D7_1035100	2	0	PF3D7_1035100	5	0	PASS	PASS	FALSE
ASV208	307	2240	89	N	PF3D7_0217200	139	6	PF3D7_0217200	133	12	FAIL	PASS	FALSE
ASV209	298	2216	33	N	PF3D7_0103600	2	0	PF3D7_1465800	124	10	PASS	PASS	FALSE
ASV210	255	2185	92	N	PF3D7_0311900	6	0	PF3D7_0311900	1	0	PASS	PASS	FALSE
ASV211	226	2181	109	DD2	PF3D7_1148700_1	3	0	PF3D7_1148700_1	0	0	PASS	PASS	FALSE
ASV212	226	2054	17	N	PfDHPS_1	1	0	PfDHPS_1	2	0	PASS	PASS	FALSE
ASV213	89	1926	59	3D7	PfMDR1_4	0	0	PfDHPS_2	19	48	PASS	PASS	FALSE
ASV214	236	1913	14	DD2	PF3D7_1410300	2	0	PF3D7_1410300	0	0	PASS	PASS	FALSE
ASV215	161	1855	116	3D7	PF3D7_0212800	0	0	PF3D7_0212800	1	0	PASS	PASS	FALSE
ASV216	288	1792	29	N	PfCSP_1	8	0	PfCSP_1	3	0	PASS	PASS	FALSE
ASV217	188	1785	8	N	PF3D7_1475900	3	0	PF3D7_1475900	1	0	PASS	PASS	FALSE
ASV218	285	1780	29	N	PF3D7_0711500	5	3	PF3D7_0711500	4	3	PASS	PASS	FALSE
ASV219	234	1726	63	N	PF3D7_1320700	2	0	PF3D7_1320700	2	0	PASS	PASS	FALSE
ASV220	168	1717	6	N	PF3D7_1448500	2	0	PF3D7_1448500	1	0	PASS	PASS	FALSE
ASV221	194	1682	2	DD2	PF3D7_0910000	1	0	PF3D7_0910000	0	0	PASS	PASS	FALSE
ASV222	303	1670	31	3D7	P38	0	0	P38	2	0	PASS	PASS	FALSE
ASV223	247	1610	6	3D7	PF3D7_1429500	0	0	PF3D7_1429500	1	0	PASS	PASS	FALSE
ASV224	235	1608	18	N	PF3D7_1469600	4	0	PF3D7_1469600	1	0	PASS	PASS	FALSE
ASV225	219	1593	2	DD2	Pfs16	2	0	Pfs16	0	0	PASS	PASS	FALSE
ASV226	249	1418	7	DD2	PF3D7_0809400	1	0	PF3D7_0809400	0	0	PASS	PASS	FALSE
ASV227	320	1393	2	DD2	PfTRAP_1	5	0	PfTRAP_1	0	0	PASS	PASS	FALSE
ASV228	220	1352	87	N	PF3D7_0830800_2	2	0	PF3D7_0830800_2	1	0	PASS	PASS	FALSE
ASV229	288	1328	25	N	PfCSP_1	10	0	PfCSP_1	6	0	PASS	PASS	FALSE
ASV230	35	1325	2	3D7	PfMDR1_3	0	0	PfDHPS_2	20	6	PASS	PASS	FALSE
ASV231	152	1248	2	DD2	PfDHFR_1	2	0	PfDHFR_1	0	0	PASS	PASS	FALSE
ASV232	228	1204	13	N	PF3D7_0424400	5	0	PF3D7_0424400	4	0	PASS	PASS	FALSE
ASV233	349	1185	31	N	PF3D7_0217200	9	42	PF3D7_0217200	1	54	PASS	FAIL	FALSE
ASV234	208	1153	2	DD2	PF3D7_0401900	0	36	PF3D7_0401900	0	0	PASS	FAIL	FALSE
ASV235	259	1148	2	DD2	PfSERA2_1	3	0	PfSERA2_1	0	0	PASS	PASS	FALSE
ASV236	178	1118	8	N	PF3D7_1447900	2	0	PF3D7_1447900	3	0	PASS	PASS	FALSE
ASV237	274	1104	2	N	MSP10	2	0	MSP10	1	0	PASS	PASS	FALSE
ASV238	159	1100	36	3D7	PF3D7_0905600	0	0	PF3D7_1302900	74	1	PASS	PASS	FALSE
ASV239	166	1077	2	DD2	PF11_0373	2	0	PF11_0373	0	0	PASS	PASS	FALSE
ASV240	175	1049	37	DD2	PF3D7_1126100_2	1	0	PF3D7_1126100_2	0	0	PASS	PASS	FALSE
ASV241	148	982	1	DD2	RAMA	1	0	RAMA	0	0	PASS	PASS	FALSE
ASV242	290	944	88	DD2	PF3D7_1322200	2	0	PF3D7_1322200	0	0	PASS	PASS	FALSE
ASV243	203	889	71	3D7	PF3D7_1466200	0	0	PF3D7_1466200	2	0	PASS	PASS	FALSE
ASV244	234	842	47	N	PF3D7_1320700	3	0	PF3D7_1320700	1	0	PASS	PASS	FALSE
ASV245	288	832	39	3D7	PF3D7_0711500	0	0	PF3D7_0711500	1	0	PASS	PASS	FALSE
ASV246	160	816	2	DD2	PF3D7_1302900	2	0	PF3D7_1302900	0	0	PASS	PASS	FALSE
ASV247	166	797	1	3D7	PF11_0373	0	0	PF11_0373	2	0	PASS	PASS	FALSE
ASV248	176	780	2	3D7	MSRP4	0	0	PF3D7_1018600	81	4	PASS	PASS	FALSE
ASV249	154	779	51	3D7	PF3D7_1034900_1	0	0	PF3D7_1034900_1	1	0	PASS	PASS	FALSE
ASV250	245	764	19	N	PF3D7_1332900	1	0	PF3D7_0311900	105	10	PASS	PASS	FALSE
ASV251	296	738	29	3D7	PF3D7_1333200	0	0	PF3D7_1322200	122	6	PASS	PASS	FALSE
