hapid	haplength	total_reads	total_samples	strain	refid_PvP01	snv_dist_from_PvP01	indel_dist_from_PvP01	bimera
ASV51	72	8446	31	N	TRAG16_1	8	0	FALSE
ASV52	189	8299	36	PvP01	PVP01_0527700	0	0	FALSE
ASV53	142	8068	22	N	PVP01_0202600	1	0	FALSE
ASV54	56	7954	20	N	pvpi3k_10	1	0	FALSE
ASV55	156	7834	59	N	ABCI3	2	0	FALSE
ASV56	144	7671	33	PvP01	ATG12	0	0	FALSE
ASV57	110	7511	39	N	PVP01_1144400	3	0	FALSE
ASV58	54	7487	63	PvP01	pvmrp1_10	0	0	FALSE
ASV59	104	7390	53	PvP01	TLAP2	0	0	FALSE
ASV60	131	7239	22	N	PVP01_1438700	1	0	FALSE
ASV61	138	7000	45	PvP01	PVP01_0834800	0	0	FALSE
ASV62	74	6904	35	N	PVP01_0116700	1	0	FALSE
ASV63	66	6887	55	PvP01	pvpi3k_14	0	0	FALSE
ASV64	120	6864	39	PvP01	PVP01_1261400	0	0	FALSE
ASV65	116	6690	35	N	pvpi3k_2	1	15	FALSE
ASV66	187	6665	69	PvP01	PVP01_1133200	0	0	FALSE
ASV67	140	6654	42	N	PVP01_1311000	4	0	FALSE
ASV68	63	6653	58	PvP01	pvmdr2_6	0	0	FALSE
ASV69	123	6632	18	N	MED14	4	0	FALSE
ASV70	94	6622	55	N	HT1	9	0	FALSE
ASV71	116	6413	19	N	PVP01_0306200	1	0	FALSE
ASV72	131	6204	44	N	MB2	1	0	FALSE
ASV73	150	6166	15	N	HSP20	4	0	FALSE
ASV74	115	6111	23	N	PVP01_0530700	11	0	FALSE
ASV75	120	6074	64	N	PVP01_1004400	1	0	FALSE
ASV76	91	5953	21	PvP01	SLARP	0	0	FALSE
ASV77	68	5894	43	PvP01	B9	0	0	FALSE
ASV78	62	5875	41	PvP01	BDP6	0	0	FALSE
ASV79	178	5860	29	N	PVP01_0213400	0	24	FALSE
ASV80	173	5832	21	N	RPA2	2	0	FALSE
ASV81	82	5794	20	N	PVP01_1014100	5	18	FALSE
ASV82	130	5791	30	N	SYN13	1	0	FALSE
ASV83	126	5705	42	PvP01	PVP01_0215600	0	0	FALSE
ASV84	130	5692	6	N	PVP01_0530700	2	15	FALSE
ASV85	109	5657	44	PvP01	DBP_1	0	0	FALSE
ASV86	63	5656	42	PvP01	pvmrp1_3	0	0	FALSE
ASV87	139	5543	29	N	PVP01_1024100	2	0	FALSE
ASV88	134	5462	45	N	PVP01_1147300	3	0	FALSE
ASV89	54	5423	54	N	pvmdr2_5	1	0	FALSE
ASV90	142	5394	21	N	PVP01_0202600	1	0	FALSE
ASV91	174	5380	60	PvP01	PKG	0	0	FALSE
ASV92	160	5369	26	N	PVP01_1320900	2	0	FALSE
ASV93	155	5282	58	PvP01	PVP01_0513400	0	0	FALSE
ASV94	67	5183	32	N	PVP01_1423300	1	0	FALSE
ASV95	88	5181	48	PvP01	pvmdr2_1	0	0	FALSE
ASV96	86	5166	17	N	PVP01_0412700	2	0	FALSE
ASV97	94	5077	7	PvP01	HT1	0	0	FALSE
ASV98	113	5061	32	N	CWC2	1	0	FALSE
ASV99	139	4991	66	PvP01	PVP01_1301600_2	0	0	FALSE
ASV100	75	4924	40	PvP01	PVP01_0215800_1	0	0	FALSE
ASV101	122	4879	29	N	RIPR	3	0	FALSE
ASV102	131	4870	9	N	PVP01_1438700	1	0	FALSE
ASV103	63	4844	1	PvP01	TRAG20	0	0	FALSE
ASV104	144	4805	28	N	ATG12	1	0	FALSE
ASV105	147	4699	44	PvP01	PVP01_1233500	0	0	FALSE
ASV106	66	4642	55	PvP01	PVP01_1469700	0	0	FALSE
ASV107	126	4640	24	PvP01	PVP01_0838300	0	0	FALSE
ASV108	129	4588	47	PvP01	PVP01_1256600	0	0	FALSE
ASV109	203	4573	30	N	KIN17	3	0	FALSE
ASV110	134	4572	20	N	PVP01_1147300	2	0	FALSE
ASV111	189	4494	24	N	PVP01_0527700	1	0	FALSE
ASV112	160	4486	28	N	PVP01_1320900	1	0	FALSE
ASV113	175	4478	56	PvP01	VPS53	0	0	FALSE
ASV114	145	4437	29	N	PVP01_0302700	2	0	FALSE
ASV115	125	4421	29	N	MSP5	4	0	FALSE
ASV116	145	4420	26	N	PVP01_0707300	1	0	FALSE
ASV117	72	4396	14	N	FER2_2	1	0	FALSE
ASV118	126	4393	23	N	PVP01_0215600	4	0	FALSE
ASV119	107	4374	39	PvP01	ApiAP2_G2	0	0	FALSE
ASV120	157	4367	45	PvP01	RAP	0	0	FALSE
ASV121	163	4350	53	N	SNRPB2	4	0	FALSE
ASV122	154	4328	40	N	PVP01_0931600	2	0	FALSE
ASV123	53	4324	63	PvP01	pvmdr1_3	0	0	FALSE
ASV124	179	4295	33	N	FRM1_2	1	0	FALSE
ASV125	110	4294	23	N	PVP01_1144400	2	0	FALSE
ASV126	150	4275	64	N	PVP01_MIT00200_500	1	0	FALSE
ASV127	103	4272	49	PvP01	PVP01_0820800	0	0	FALSE
ASV128	182	4239	42	N	ApiAP2_1	0	15	FALSE
ASV129	105	4188	47	N	EMC7	1	0	FALSE
ASV130	102	4186	61	PvP01	SPM1	0	0	FALSE
ASV131	151	4148	34	N	ORP1	2	0	FALSE
ASV132	103	4130	42	PvP01	FCP	0	0	FALSE
ASV133	120	4103	20	N	PVP01_1261400	1	0	FALSE
ASV134	154	4096	50	PvP01	FT1	0	0	FALSE
ASV135	182	4095	22	N	PVP01_0103700_2	1	0	FALSE
ASV136	151	4027	38	PvP01	G37	0	0	FALSE
ASV137	118	4002	25	N	PVP01_1344700	1	0	FALSE
ASV138	173	3967	9	PvP01	GAPDH	0	0	FALSE
ASV139	74	3956	1	N	PVP01_0116700	2	0	FALSE
ASV140	126	3912	18	N	PVP01_0838300	2	0	FALSE
ASV141	101	3905	21	PvP01	pvpi3k_2	0	0	FALSE
ASV142	118	3902	59	PvP01	RCC-PIP	0	0	FALSE
ASV143	76	3871	52	N	RBP2b_2	2	0	FALSE
ASV144	160	3856	15	N	PVP01_1320900	2	0	FALSE
ASV145	115	3846	40	PvP01	pvmdr1_4	0	0	FALSE
ASV146	129	3840	46	PvP01	PVP01_1467900	0	0	FALSE
ASV147	111	3676	8	N	PVP01_1446900	4	0	FALSE
ASV148	145	3615	26	PvP01	PVP01_0302700	0	0	FALSE
ASV149	81	3593	37	N	PVP01_0942500	2	0	FALSE
ASV150	44	3584	39	PvP01	pvpi3k_4	0	0	FALSE
ASV151	68	3574	18	N	B9	2	0	FALSE
ASV152	94	3566	34	PvP01	MATE	0	0	FALSE
ASV153	173	3564	2	N	GAPDH	3	0	FALSE
ASV154	156	3542	31	N	PVP01_1107600	3	0	FALSE
ASV155	78	3517	38	PvP01	pvmdr1_5	0	0	FALSE
ASV156	112	3482	31	N	PVP01_1444400	3	0	FALSE
ASV157	72	3443	6	N	TRAG16_1	6	0	FALSE
ASV158	81	3440	31	N	RAMA	1	0	FALSE
ASV159	165	3431	50	N	CIA1	2	0	FALSE
ASV160	143	3340	60	N	PVP01_0210500	3	0	FALSE
ASV161	111	3338	12	N	PVP01_1446900	3	0	FALSE
ASV162	121	3322	18	N	PIGM	2	0	FALSE
ASV163	84	3296	51	PvP01	pvdhps_1	0	0	FALSE
ASV164	162	3244	43	N	PVP01_1421800	0	21	FALSE
ASV165	100	3234	1	N	PVP01_0530700	6	15	FALSE
ASV166	182	3183	24	PvP01	PVP01_0103700_2	0	0	FALSE
ASV167	178	3173	16	N	PVP01_0213400	1	24	FALSE
ASV168	170	3151	47	N	pBAS	3	0	FALSE
ASV169	149	3104	15	N	PSOP24	1	0	FALSE
ASV170	63	3099	62	PvP01	pvk13	0	0	FALSE
ASV171	181	3090	43	N	TRAP	2	0	FALSE
ASV172	125	3078	39	N	PWP1	2	0	FALSE
ASV173	111	3077	24	N	PVP01_1446900	5	0	FALSE
ASV174	149	3073	24	N	SOD2_2	2	4	FALSE
ASV175	156	3030	30	N	SEC24B	3	15	FALSE
ASV176	179	3027	37	PvP01	PVP01_1315600	0	0	FALSE
ASV177	97	2992	47	PvP01	PVP01_1434400	0	0	FALSE
ASV178	112	2988	7	N	PVP01_1444400	1	0	FALSE
ASV179	154	2983	22	N	PVP01_1329500	1	0	FALSE
ASV180	88	2962	14	N	pvmdr2_1	1	0	FALSE
ASV181	75	2938	13	N	PVP01_0215800_1	1	0	FALSE
ASV182	118	2921	40	PvP01	PVP01_1344700	0	0	FALSE
ASV183	105	2917	51	N	pvmrp2_2	2	0	FALSE
ASV184	141	2900	29	PvP01	PVP01_1421800	0	0	FALSE
ASV185	100	2897	16	N	PVP01_1014100	5	0	FALSE
ASV186	116	2880	44	N	PVP01_0320600	1	0	FALSE
ASV187	75	2866	19	N	PVP01_0215800_1	1	0	FALSE
ASV188	126	2857	18	N	PVP01_0838300	1	0	FALSE
ASV189	163	2846	41	N	ERCC4	1	0	FALSE
ASV190	125	2808	14	N	SYN13	4	5	FALSE
ASV191	178	2806	42	N	PVP01_0602200	2	0	FALSE
ASV192	167	2783	28	N	PSOP1	1	0	FALSE
ASV193	139	2775	16	PvP01	PVP01_1024100	0	0	FALSE
ASV194	100	2770	4	N	PVP01_0117000	2	0	FALSE
ASV195	172	2731	29	N	PVP01_1323700	4	0	FALSE
ASV196	194	2707	59	N	PVP01_0314600	2	0	FALSE
ASV197	132	2705	31	N	RBP2a_2	3	0	FALSE
ASV198	163	2701	49	N	NSF	1	0	FALSE
ASV199	134	2606	46	N	PVP01_1301600_1	3	0	FALSE
ASV200	69	2600	30	N	RBP2b_3	1	0	FALSE
ASV201	175	2593	31	N	PVP01_0302300	2	0	FALSE
ASV202	138	2585	40	PvP01	SufD	0	0	FALSE
ASV203	58	2568	40	PvP01	pvdhps_2	0	0	FALSE
ASV204	149	2527	37	N	PVP01_1413100_2	1	0	FALSE
ASV205	69	2523	28	N	RBP2b_3	2	0	FALSE
ASV206	102	2502	52	N	SPM1	14	0	FALSE
ASV207	165	2488	47	PvP01	pvpi3k_11	0	0	FALSE
ASV208	203	2486	19	N	KIN17	1	0	FALSE
ASV209	71	2481	13	N	HDA1	1	0	FALSE
ASV210	110	2473	5	N	PVP01_0109700_1	0	30	FALSE
ASV211	94	2435	10	N	HT1	8	0	FALSE
ASV212	78	2430	32	N	pvmdr1_5	1	0	FALSE
ASV213	115	2428	53	N	pvmrp2_1	1	0	FALSE
ASV214	141	2421	8	N	TRAG38	1	0	FALSE
ASV215	154	2419	30	PvP01	PVP01_1329500	0	0	FALSE
ASV216	130	2417	11	N	PVP01_0530700	3	15	FALSE
ASV217	178	2412	15	N	PVP01_0213400	2	24	FALSE
ASV218	114	2407	21	N	CLK1	1	0	FALSE
ASV219	184	2363	34	N	ApiAP2_G5	1	0	FALSE
ASV220	200	2343	47	PvP01	PVP01_0103700_1	0	0	FALSE
ASV221	138	2335	14	N	PVP01_0834800	1	0	FALSE
ASV222	101	2327	58	N	PVP01_1418900	2	0	FALSE
ASV223	103	2318	53	N	MLC_B	1	0	FALSE
ASV224	182	2310	21	PvP01	MCA3	0	0	FALSE
ASV225	97	2300	20	N	PVP01_1434400	1	0	FALSE
ASV226	153	2237	36	N	PVP01_1004100	1	0	FALSE
ASV227	172	2217	36	N	PVP01_0405000_2	1	0	FALSE
ASV228	115	2201	7	N	PVP01_0530700	10	0	FALSE
ASV229	117	2188	43	N	SRPR_alpha	1	0	FALSE
ASV230	149	2186	20	N	PVP01_1131100	1	1	FALSE
ASV231	122	2179	14	N	RIPR	5	0	FALSE
ASV232	93	2179	21	N	MSP1	2	0	FALSE
ASV233	171	2165	50	N	NUP637	1	0	FALSE
ASV234	58	2161	15	N	pvdhps_2	1	0	FALSE
ASV235	72	2148	4	N	TRAG16_1	1	0	FALSE
ASV236	106	2142	37	N	PVP01_1443400	1	0	FALSE
ASV237	115	2141	3	N	PVP01_0530700	11	0	FALSE
ASV238	112	2126	12	N	PVP01_1444400	2	0	FALSE
ASV239	100	2114	5	N	PVP01_0117000	2	0	FALSE
ASV240	122	2105	15	N	RIPR	4	0	FALSE
ASV241	158	2086	35	N	PVP01_0602400	1	0	FALSE
ASV242	138	2046	42	N	DRS1	1	0	FALSE
ASV243	147	2042	57	N	PVP01_0518900	1	0	FALSE
ASV244	177	2020	36	PvP01	LipB	0	0	FALSE
ASV245	120	1973	13	N	PVP01_1261400	1	0	FALSE
ASV246	114	1969	32	N	CLK1	2	0	FALSE
ASV247	131	1935	28	N	PVP01_1406900	3	0	FALSE
ASV248	157	1926	10	N	GAP50	2	0	FALSE
ASV249	103	1909	3	N	MLC_B	2	0	FALSE
ASV250	146	1906	52	N	PVP01_1007200	58	4	FALSE
ASV251	168	1872	35	N	PyKII	1	0	FALSE
ASV252	121	1870	11	PvP01	PIGM	0	0	FALSE
ASV253	148	1866	19	PvP01	PABP3	0	0	FALSE
ASV254	156	1840	22	N	SEC24B	4	15	FALSE
ASV255	94	1796	14	N	MATE	1	0	FALSE
ASV256	129	1791	6	N	PVP01_1467900	1	0	FALSE
ASV257	182	1780	43	N	MCA3	1	0	FALSE
ASV258	129	1751	1	N	PVP01_1467900	2	0	FALSE
ASV259	124	1743	8	PvP01	ROM10	0	0	FALSE
ASV260	195	1733	38	N	CG2_related	5	0	FALSE
ASV261	131	1728	10	N	MB2	2	0	FALSE
ASV262	203	1724	19	N	KIN17	2	0	FALSE
ASV263	178	1720	17	PvP01	PVP01_0215800_2	0	0	FALSE
ASV264	172	1710	26	N	PVP01_1323700	5	0	FALSE
ASV265	174	1676	4	N	GAPDH	2	1	FALSE
ASV266	90	1666	36	N	CTRP	8	0	FALSE
ASV267	138	1647	12	N	PVP01_0834800	1	0	FALSE
ASV268	141	1593	17	N	ATG23	1	0	FALSE
ASV269	170	1592	7	N	pBAS	2	0	FALSE
ASV270	191	1587	29	N	PVP01_1335200	3	0	FALSE
ASV271	179	1585	14	N	ATAT	1	0	FALSE
ASV272	122	1582	41	PvP01	NCS2	0	0	FALSE
ASV273	131	1581	18	PvP01	PVP01_1406900	0	0	FALSE
ASV274	167	1575	10	PvP01	PSOP1	0	0	FALSE
ASV275	165	1568	33	N	PPT	2	0	FALSE
ASV276	178	1568	42	N	PVP01_0215800_2	1	0	FALSE
ASV277	182	1563	13	N	PVP01_0103700_2	2	0	FALSE
ASV278	188	1555	38	PvP01	PVP01_1427600	0	0	FALSE
ASV279	179	1554	18	N	FRM1_2	2	0	FALSE
ASV280	105	1548	19	PvP01	EMC7	0	0	FALSE
ASV281	93	1539	25	PvP01	pvmrp1_2	0	0	FALSE
ASV282	148	1538	27	N	PABP3	1	0	FALSE
ASV283	140	1524	22	N	PVP01_0420500	1	0	FALSE
ASV284	111	1524	9	N	PVP01_1446900	2	0	FALSE
ASV285	144	1502	4	N	ATG12	1	0	FALSE
ASV286	53	1495	2	N	pvmdr1_3	1	0	FALSE
ASV287	129	1493	41	PvP01	PVP01_1143300	0	0	FALSE
ASV288	100	1482	3	N	PVP01_0117000	4	0	FALSE
ASV289	58	1476	10	N	pvpi3k_5	1	0	FALSE
ASV290	94	1462	12	N	PCD	1	0	FALSE
ASV291	177	1458	2	N	VPS11	1	0	FALSE
ASV292	166	1454	22	N	PVP01_1465800	1	0	FALSE
ASV293	133	1452	38	N	EIF3K_2	4	0	FALSE
ASV294	199	1442	25	N	PVP01_0908400	1	0	FALSE
ASV295	184	1432	30	PvP01	MAM3	0	0	FALSE
ASV296	143	1421	28	N	RON2	2	0	FALSE
ASV297	118	1418	3	N	RCC-PIP	1	0	FALSE
ASV298	149	1415	16	N	SOD2_2	0	4	FALSE
ASV299	115	1396	16	N	pvmdr1_4	1	0	FALSE
ASV300	154	1394	24	N	G37	4	3	FALSE
ASV301	198	1390	26	N	PVP01_0735100	1	0	FALSE
ASV302	151	1377	21	N	ORP1	2	0	FALSE
ASV303	97	1363	28	PvP01	PIP1	0	0	FALSE
ASV304	123	1359	38	N	RBP2b_1	1	0	FALSE
ASV305	189	1351	8	N	PVP01_0527700	2	0	FALSE
ASV306	191	1348	33	N	PVP01_1403000	1	0	FALSE
ASV307	166	1346	13	N	PVP01_1465800	1	0	FALSE
ASV308	149	1345	16	PvP01	PVP01_1413100_2	0	0	FALSE
ASV309	180	1335	19	N	ETRAMP11.2	1	0	FALSE
ASV310	157	1320	18	N	RAP	1	0	FALSE
ASV311	141	1312	14	N	SEC24B	2	0	FALSE
ASV312	138	1309	23	PvP01	PSOP13	0	0	FALSE
ASV313	178	1304	6	N	PVP01_0213400	1	24	FALSE
ASV314	63	1297	8	N	pvmdr2_6	1	0	FALSE
ASV315	167	1296	24	N	PSOP1	1	0	FALSE
ASV316	142	1283	38	PvP01	PVP01_1270000	0	0	FALSE
ASV317	182	1281	12	N	PVP01_0103700_2	1	0	FALSE
ASV318	115	1274	6	N	PVP01_0530700	6	0	FALSE
ASV319	130	1267	4	N	PVP01_0530700	3	15	FALSE
ASV320	124	1266	6	N	ROM10	1	0	FALSE
ASV321	180	1258	14	N	ETRAMP11.2	2	0	FALSE
ASV322	157	1251	11	PvP01	GAP50	0	0	FALSE
ASV323	67	1249	20	N	PVP01_1423300	3	0	FALSE
ASV324	179	1247	15	N	PVP01_1315600	2	0	FALSE
ASV325	147	1247	29	N	RON1	1	0	FALSE
ASV326	125	1235	6	N	MSP5	3	0	FALSE
ASV327	140	1227	47	N	CDPK1	3	0	FALSE
ASV328	177	1222	21	N	LipB	2	0	FALSE
ASV329	81	1221	37	N	RAMA	43	0	FALSE
ASV330	129	1216	1	N	PVP01_1256600	1	0	FALSE
ASV331	126	1215	14	N	PVP01_0838300	2	0	FALSE
ASV332	184	1211	24	N	ApiAP2_G5	1	0	FALSE
ASV333	160	1211	9	N	PVP01_0530700	0	45	FALSE
ASV334	116	1211	18	PvP01	PVP01_0320600	0	0	FALSE
ASV335	171	1209	33	N	pvmrp1_7	1	0	FALSE
ASV336	163	1200	21	N	ERCC4	2	0	FALSE
ASV337	139	1195	13	N	PVP01_1024100	1	0	FALSE
ASV338	148	1191	32	PvP01	pvpi3k_6	0	0	FALSE
ASV339	199	1187	28	PvP01	PVP01_0908400	0	0	FALSE
ASV340	111	1184	23	N	PVP01_1445500	1	0	FALSE
ASV341	188	1182	24	N	PVP01_1427600	1	0	FALSE
ASV342	81	1152	4	N	PVP01_0942500	1	0	FALSE
ASV343	130	1144	6	PvP01	SYN13	0	0	FALSE
ASV344	171	1133	20	N	PVP01_1027500	2	0	FALSE
ASV345	166	1123	17	PvP01	PVP01_1465800	0	0	FALSE
ASV346	207	1123	46	PvP01	TRAG18	0	0	FALSE
ASV347	168	1120	19	PvP01	PVP01_0838400	0	0	FALSE
ASV348	139	1117	37	PvP01	PVP01_1345500	0	0	FALSE
ASV349	131	1115	13	N	MB2	1	0	FALSE
ASV350	205	1104	33	PvP01	PVP01_1339900	0	0	FALSE
ASV351	165	1104	15	N	CIA1	3	0	FALSE
ASV352	129	1100	8	N	PVP01_1467900	1	0	FALSE
ASV353	153	1091	44	N	ETRAMP	5	0	FALSE
ASV354	114	1091	13	PvP01	CLK1	0	0	FALSE
ASV355	116	1086	4	N	PVP01_0306200	2	0	FALSE
ASV356	184	1083	29	N	MAM3	1	0	FALSE
ASV357	93	1058	21	PvP01	MSP1	0	0	FALSE
ASV358	172	1058	28	N	P113	3	0	FALSE
ASV359	125	1055	20	N	MSP5	3	0	FALSE
ASV360	165	1047	27	N	PPT	3	0	FALSE
ASV361	106	1045	20	N	PVP01_1443400	4	0	FALSE
ASV362	143	1045	28	N	PVP01_0119600	1	0	FALSE
ASV363	103	1041	13	N	MLC_B	1	0	FALSE
ASV364	166	1039	25	N	SOD2_1	3	0	FALSE
ASV365	129	1037	20	N	PVP01_1101300	1	0	FALSE
ASV366	111	1036	30	PvP01	PVP01_1445500	0	0	FALSE
ASV367	171	1033	25	PvP01	PVP01_1027500	0	0	FALSE
ASV368	96	1029	6	N	PVP01_0504000	1	0	FALSE
ASV369	210	1024	17	N	PVP01_1144900	3	15	FALSE
ASV370	149	1020	10	N	PSOP24	1	0	FALSE
ASV371	82	1013	5	N	PVP01_0912400	2	0	FALSE
ASV372	122	1004	13	N	RIPR	2	0	FALSE
ASV373	149	1004	10	N	PVP01_1131100	0	1	FALSE
ASV374	172	998	34	N	PIGO	1	0	FALSE
ASV375	156	992	15	N	PVP01_1107600	3	0	FALSE
ASV376	154	988	32	N	LRR5	1	0	FALSE
ASV377	156	978	17	N	PVP01_1107600	3	0	FALSE
ASV378	131	977	6	N	MB2	1	0	FALSE
ASV379	109	975	12	N	DBP_1	1	0	FALSE
ASV380	69	972	7	N	RBP2b_3	2	0	FALSE
ASV381	149	971	8	N	SOD2_2	3	4	FALSE
ASV382	76	970	4	N	pvmdr2_1	1	12	FALSE
ASV383	189	968	24	N	PVP01_1464400	1	0	FALSE
ASV384	154	965	18	N	PVP01_0931600	1	0	FALSE
ASV385	181	964	21	PvP01	TRAP	0	0	FALSE
ASV386	209	957	40	N	PVP01_1308100	1	0	FALSE
ASV387	63	951	13	N	pvmrp1_3	1	0	FALSE
ASV388	107	948	5	N	ApiAP2_G2	1	0	FALSE
ASV389	47	939	10	PvP01	pvmdr1_1	0	0	FALSE
ASV390	68	934	14	N	B9	1	0	FALSE
ASV391	153	932	13	N	PVP01_1004100	2	0	FALSE
ASV392	143	930	18	N	RON11	1	0	FALSE
ASV393	166	917	10	N	PVP01_0710900	7	0	FALSE
ASV394	146	902	2	N	PVP01_0615400	1	0	FALSE
ASV395	125	899	29	N	PVP01_1226900	1	0	FALSE
ASV396	191	892	19	N	PVP01_1403000	2	0	FALSE
ASV397	179	885	10	N	FRM1_2	2	0	FALSE
ASV398	180	874	8	N	ETRAMP11.2	3	0	FALSE
ASV399	81	872	26	PvP01	PVP01_0942500	0	0	FALSE
ASV400	160	862	19	PvP01	RBP2a_1	0	0	FALSE
ASV401	143	860	32	PvP01	PVP01_0119600	0	0	FALSE
ASV402	179	860	8	N	ATAT	1	0	FALSE
ASV403	194	856	28	N	SPC25	1	0	FALSE
ASV404	115	852	24	N	pvpi3k_13	0	9	FALSE
ASV405	173	849	46	N	PVP01_1136100	0	26	FALSE
ASV406	200	848	13	N	PVP01_0103700_1	1	0	FALSE
ASV407	170	845	32	PvP01	PVP01_1463400	0	0	FALSE
ASV408	94	840	10	N	LSM8	3	0	FALSE
ASV409	105	840	13	N	GCN20	1	0	FALSE
ASV410	93	830	24	N	MSP1	16	0	FALSE
ASV411	115	819	13	N	pvmdr1_4	1	0	FALSE
ASV412	125	816	6	N	SYN13	5	5	FALSE
ASV413	189	810	24	N	PVP01_1464400	1	0	FALSE
ASV414	205	810	17	N	PVP01_1339900	1	0	FALSE
ASV415	131	806	1	N	MB2	2	0	FALSE
ASV416	153	801	10	N	PVP01_1004100	2	0	FALSE
ASV417	129	800	17	PvP01	PVP01_1101300	0	0	FALSE
ASV418	123	799	17	PvP01	MSP1P	0	0	FALSE
ASV419	156	798	35	PvP01	PVP01_1261200	0	0	FALSE
ASV420	148	798	28	N	FER2_1	1	0	FALSE
ASV421	101	796	3	N	pvpi3k_2	1	0	FALSE
ASV422	104	794	9	N	TLAP2	1	0	FALSE
ASV423	149	793	7	N	PVP01_1413100_2	1	0	FALSE
ASV424	132	792	13	N	RBP2a_2	1	0	FALSE
ASV425	96	791	3	N	PVP01_0504000	2	0	FALSE
ASV426	160	777	34	N	RBP2a_1	2	0	FALSE
ASV427	93	776	1	N	MSP1	3	0	FALSE
ASV428	63	773	12	N	pvmrp1_3	1	0	FALSE
ASV429	103	771	14	N	FCP	1	0	FALSE
ASV430	139	770	19	N	AMA1	1	0	FALSE
ASV431	147	768	5	N	PVP01_1233500	1	0	FALSE
ASV432	178	764	19	N	PVP01_0602200	1	0	FALSE
ASV433	168	758	22	N	PVP01_0838400	6	0	FALSE
ASV434	199	757	12	N	PVP01_0908400	1	0	FALSE
ASV435	198	749	20	PvP01	PVP01_0735100	0	0	FALSE
ASV436	44	748	15	N	pvpi3k_4	1	0	FALSE
ASV437	143	748	11	N	RON11	1	0	FALSE
ASV438	194	748	6	N	SPC25	2	0	FALSE
ASV439	131	747	17	N	PVP01_1406900	2	0	FALSE
ASV440	111	746	13	N	PVP01_1446900	4	0	FALSE
ASV441	123	746	17	N	MSP1P	1	0	FALSE
ASV442	142	745	23	N	PVP01_0710900	0	24	FALSE
ASV443	112	745	11	PvP01	PVP01_1444400	0	0	FALSE
ASV444	109	741	27	N	PVP01_1415900	2	0	FALSE
