hapid	haplength	total_reads	total_samples	strain	refid_3D7	snv_dist_from_3D7	indel_dist_from_3D7	refid_DD2	snv_dist_from_DD2	indel_dist_from_DD2	snv_filter	indel_filter	bimera
ASV158	303	519	12	3D7	PF3D7_0802000	0	0	PF3D7_0802000	1	0	PASS	PASS	FALSE
ASV159	234	516	9	N	PF3D7_0728200	2	0	PF3D7_1455300	112	6	PASS	PASS	FALSE
ASV160	163	514	27	3D7	PF3D7_1464700	0	0	PF3D7_1464700	1	0	PASS	PASS	FALSE
ASV161	166	513	8	N	PF3D7_0716300	2	0	PF3D7_0716300	1	0	PASS	PASS	FALSE
ASV162	222	501	5	N	PF3D7_0612900	2	0	PF3D7_0612900	2	0	PASS	PASS	FALSE
ASV163	206	501	9	N	PF3D7_1252100	2	0	PF3D7_1252100	1	0	PASS	PASS	FALSE
ASV164	192	500	5	DD2	PF3D7_1129100	0	0	PF3D7_1129100	0	0	PASS	PASS	FALSE
ASV165	262	493	15	N	PF3D7_1473700	1	45	PF3D7_1473700	0	45	PASS	FAIL	FALSE
ASV166	234	493	2	DD2	PF3D7_0207300	4	0	PF3D7_0207300	0	0	PASS	PASS	FALSE
ASV167	73	486	3	3D7	PfMDR1_2	0	0	PfDHPS_2	19	32	PASS	PASS	FALSE
ASV168	211	477	3	N	PF3D7_0419900_2	1	0	PfMDR1_1	99	7	PASS	PASS	FALSE
ASV169	199	451	2	DD2	PF3D7_0729700	4	0	PF3D7_0729700	0	0	PASS	PASS	FALSE
ASV170	235	442	18	DD2	PF3D7_1469600	3	0	PF3D7_1469600	0	0	PASS	PASS	FALSE
ASV171	274	438	15	3D7	MSP10	0	0	MSP10	1	0	PASS	PASS	FALSE
ASV172	261	430	15	N	PF3D7_0503200	2	0	PF3D7_0503200	1	0	PASS	PASS	FALSE
ASV173	263	421	22	N	PF3D7_1302700	1	0	PF3D7_1302700	1	0	PASS	PASS	FALSE
ASV174	218	407	7	DD2	PF3D7_0710400	2	0	PF3D7_0710400	0	0	PASS	PASS	FALSE
ASV175	186	407	2	DD2	PF3D7_1346400	1	0	PF3D7_1346400	0	0	PASS	PASS	FALSE
ASV176	291	406	2	DD2	PF3D7_1126100_1	2	0	PF3D7_1126100_1	0	0	PASS	PASS	FALSE
ASV177	239	404	20	DD2	PfSERA3	1	0	PfSERA3	0	0	PASS	PASS	FALSE
ASV178	222	402	6	N	PF3D7_0612900	3	0	PF3D7_0612900	1	0	PASS	PASS	FALSE
ASV179	288	399	3	DD2	PfCSP_1	5	0	PfCSP_1	0	0	PASS	PASS	FALSE
ASV180	199	385	20	N	PF3D7_0729700	1	0	PF3D7_0729700	3	0	PASS	PASS	FALSE
ASV181	89	385	6	3D7	PfMDR1_4	0	0	PfDHPS_2	19	48	PASS	PASS	FALSE
ASV182	303	368	2	DD2	P38	2	0	P38	0	0	PASS	PASS	FALSE
ASV183	160	347	2	N	PF3D7_1302900	3	0	PF3D7_1302900	1	0	PASS	PASS	TRUE
ASV184	226	344	2	DD2	PfDHPS_1	1	0	PfDHPS_1	0	0	PASS	PASS	FALSE
ASV185	303	336	13	N	PF3D7_0802000	1	0	PF3D7_0802000	2	0	PASS	PASS	FALSE
ASV186	249	329	23	3D7	PF3D7_0809400	0	0	PF3D7_0809400	1	0	PASS	PASS	FALSE
ASV187	304	323	22	N	PF3D7_0217200	0	3	PF3D7_0217200	0	9	PASS	PASS	FALSE
ASV188	258	320	2	DD2	PF3D7_0508900	2	0	PF3D7_0508900	0	0	PASS	PASS	FALSE
ASV189	145	316	12	3D7	CS	0	0	CS	1	0	PASS	PASS	FALSE
ASV190	248	315	6	N	PF3D7_0615900	3	3	PF3D7_0615900	2	0	PASS	PASS	FALSE
ASV191	257	307	3	DD2	PF3D7_1409700	1	0	PF3D7_1409700	0	0	PASS	PASS	FALSE
ASV192	245	306	12	3D7	PF3D7_1332900	0	0	PF3D7_0311900	106	10	PASS	PASS	FALSE
ASV193	254	303	11	3D7	PF3D7_1246500	0	0	PF3D7_1246500	1	0	PASS	PASS	FALSE
ASV194	210	297	11	3D7	PF3D7_1224000	0	0	SPECT	96	4	PASS	PASS	FALSE
ASV195	269	294	16	N	PF3D7_1352900	3	0	PF3D7_1352900	1	0	PASS	PASS	FALSE
ASV196	291	292	20	N	PF3D7_1126100_1	1	0	PF3D7_1126100_1	1	0	PASS	PASS	FALSE
ASV197	208	291	2	N	PfMDR1_1	1	0	PfMDR1_1	1	0	PASS	PASS	FALSE
ASV198	214	289	20	3D7	ASP	0	0	PF3D7_1473700	100	3	PASS	PASS	FALSE
ASV199	41	285	21	3D7	PfDHPS_2	0	0	PfDHPS_2	1	0	PASS	PASS	FALSE
ASV200	239	281	5	DD2	PF3D7_1250100	1	0	PF3D7_1250100	0	0	PASS	PASS	FALSE
ASV201	177	273	18	DD2	PF3D7_0830800_1	1	0	PF3D7_0830800_1	0	0	PASS	PASS	FALSE
ASV202	259	267	13	3D7	PF3D7_1114900	0	0	PF3D7_1114900	1	0	PASS	PASS	FALSE
ASV203	186	263	25	3D7	PF3D7_1346400	0	0	PF3D7_1346400	1	0	PASS	PASS	FALSE
ASV204	209	254	2	N	PF3D7_0807800	2	0	PF3D7_0729700	83	10	PASS	PASS	FALSE
ASV205	236	250	15	N	PF3D7_1410300	1	0	PF3D7_1410300	3	0	PASS	PASS	FALSE
ASV206	218	245	19	3D7	PF3D7_0710400	0	0	PF3D7_0710400	2	0	PASS	PASS	FALSE
ASV207	234	245	3	N	PF3D7_1455300	1	0	PF3D7_1455300	2	0	PASS	PASS	FALSE
ASV208	286	242	16	N	PF3D7_1035100	5	0	PF3D7_1035100	2	0	PASS	PASS	FALSE
ASV209	235	242	2	N	PF3D7_0501800	1	0	PfDHPS_1	100	9	PASS	PASS	FALSE
ASV210	190	231	6	N	PF3D7_1418100	2	0	PF3D7_1418100	1	0	PASS	PASS	FALSE
ASV211	211	231	3	3D7	PF3D7_0504400	0	0	PF3D7_0504400	1	0	PASS	PASS	FALSE
ASV212	208	228	18	3D7	PfMDR1_1	0	0	PfMDR1_1	2	0	PASS	PASS	FALSE
ASV213	286	225	7	N	PF3D7_1035100	6	0	PF3D7_1035100	3	0	PASS	PASS	FALSE
ASV214	254	219	9	N	PF3D7_1340400	2	0	PF3D7_1340400	1	0	PASS	PASS	FALSE
ASV215	175	216	3	DD2	PF3D7_1126100_2	1	0	PF3D7_1126100_2	0	0	PASS	PASS	FALSE
ASV216	164	212	16	3D7	PF3D7_1239800_1	0	0	PF3D7_1239800_1	1	0	PASS	PASS	FALSE
ASV217	234	208	3	3D7	PF3D7_1250400	0	0	PF3D7_1320700	103	2	PASS	PASS	FALSE
ASV218	298	208	3	3D7	PF3D7_0103600	0	0	PF3D7_1465800	126	10	PASS	PASS	FALSE
ASV219	199	203	15	3D7	PF3D7_0729700	0	0	PF3D7_0729700	4	0	PASS	PASS	FALSE
ASV220	298	200	12	N	PF3D7_0103600	2	0	PF3D7_1465800	124	10	PASS	PASS	FALSE
ASV221	178	200	13	3D7	PF3D7_1447900	0	0	PF3D7_1447900	1	0	PASS	PASS	FALSE
ASV222	155	199	13	3D7	PF3D7_0724700	0	0	PF3D7_0724700	1	0	PASS	PASS	FALSE
ASV223	276	198	3	N	PF3D7_1472300	2	0	PF3D7_1472300	1	0	PASS	PASS	FALSE
ASV224	295	197	2	DD2	PF3D7_0217200	0	12	PF3D7_0217200	0	0	PASS	PASS	FALSE
ASV225	180	196	3	DD2	PF3D7_1018600	0	3	PF3D7_1018600	0	0	PASS	PASS	FALSE
ASV226	291	196	8	N	PF3D7_1126100_1	1	0	PF3D7_1126100_1	3	0	PASS	PASS	FALSE
ASV227	234	191	9	3D7	PF3D7_0207300	0	0	PF3D7_0207300	4	0	PASS	PASS	FALSE
ASV228	178	191	3	DD2	PF3D7_1447900	1	0	PF3D7_1447900	0	0	PASS	PASS	FALSE
ASV229	304	190	10	N	PF3D7_0103600	1	6	PF3D7_0802000	143	11	PASS	PASS	FALSE
ASV230	257	188	17	N	PF3D7_1409700	4	0	PF3D7_1409700	3	0	PASS	PASS	FALSE
ASV231	166	187	1	N	PF11_0373	2	0	PF11_0373	2	0	PASS	PASS	FALSE
ASV232	190	184	4	3D7	PF3D7_1418100	0	0	PF3D7_1418100	1	0	PASS	PASS	FALSE
ASV233	178	181	13	N	PF3D7_1447900	1	0	PF3D7_1447900	2	0	PASS	PASS	FALSE
ASV234	199	178	13	N	PF3D7_1233600	1	0	PfAMA_1	101	5	PASS	PASS	FALSE
ASV235	226	175	14	3D7	PfDHPS_1	0	0	PfDHPS_1	1	0	PASS	PASS	FALSE
ASV236	228	174	3	DD2	PF3D7_0424400	1	0	PF3D7_0424400	0	0	PASS	PASS	FALSE
ASV237	196	166	6	N	PfAMA_1	7	0	PfAMA_1	11	0	PASS	PASS	FALSE
ASV238	255	164	7	N	PF3D7_0503200	1	6	PF3D7_0503200	2	6	PASS	PASS	FALSE
ASV239	192	161	14	N	PF3D7_1129100	1	0	PF3D7_1129100	1	0	PASS	PASS	FALSE
ASV240	235	159	11	N	PF3D7_1469600	1	0	PF3D7_1469600	2	0	PASS	PASS	FALSE
ASV241	236	157	4	N	PF3D7_1410300	2	0	PF3D7_1410300	4	0	PASS	PASS	FALSE
ASV242	279	155	5	N	PF3D7_1354200	1	0	PF3D7_1353100	131	3	PASS	PASS	FALSE
ASV243	230	150	8	N	PF3D7_1110200	4	0	PF3D7_1469600	105	5	PASS	PASS	FALSE
ASV244	234	146	10	N	PF3D7_0207300	4	0	PF3D7_0207300	4	0	PASS	PASS	FALSE
ASV245	168	145	2	N	PF3D7_1448500	2	0	PF3D7_1448500	1	0	PASS	PASS	FALSE
ASV246	274	144	6	N	PF3D7_1429800	2	0	PF3D7_1035700	132	11	PASS	PASS	FALSE
ASV247	254	143	2	N	PF3D7_1340400	2	0	PF3D7_1340400	1	0	PASS	PASS	FALSE
ASV248	194	136	1	N	PF3D7_0910000	2	0	PF3D7_0910000	1	0	PASS	PASS	TRUE
ASV249	303	135	14	N	P38	3	0	P38	3	0	PASS	PASS	FALSE
ASV250	196	133	9	3D7	PfAMA_1	0	0	PfAMA_1	6	0	PASS	PASS	FALSE
ASV251	276	131	7	N	PF3D7_0525100	1	0	PF3D7_0525100	3	0	PASS	PASS	FALSE
ASV252	262	130	9	N	PF3D7_1473700	2	45	PF3D7_1473700	1	45	PASS	FAIL	FALSE
ASV253	281	126	5	N	B9	1	1	B9	0	1	PASS	PASS	FALSE
ASV254	188	126	9	N	PF3D7_1475900	6	0	PF3D7_1475900	4	0	PASS	PASS	FALSE
