hapid	haplength	total_reads	total_samples	strain	refid_3D7	snv_dist_from_3D7	indel_dist_from_3D7	refid_DD2	snv_dist_from_DD2	indel_dist_from_DD2	snv_filter	indel_filter	bimera
ASV30	222	147713	81	DD2	PF3D7_0612900	2	0	PF3D7_0612900	0	0	PASS	PASS	FALSE
ASV31	274	132267	161	DD2	MSP10	1	0	MSP10	0	0	PASS	PASS	FALSE
ASV32	176	126034	105	N	MSRP4	2	0	PF3D7_1018600	81	4	PASS	PASS	FALSE
ASV33	226	124815	142	3D7	GAMA	0	0	RhopH3	108	6	PASS	PASS	FALSE
ASV34	219	121837	64	3D7	Pfs16	0	0	Pfs16	2	0	PASS	PASS	FALSE
ASV35	234	121190	57	N	PF3D7_1455300	1	0	PF3D7_1455300	2	0	PASS	PASS	FALSE
ASV36	226	116141	176	3D7	PF3D7_1408000	0	0	PF3D7_0710400	98	10	PASS	PASS	FALSE
ASV37	235	115591	162	3D7	PF3D7_0501800	0	0	PfDHPS_1	99	9	PASS	PASS	FALSE
ASV38	266	113261	149	N	PF3D7_1211900	1	0	PF3D7_1114900	122	7	PASS	PASS	FALSE
ASV39	170	111600	149	DD2	PfDHFR_2	1	0	PfDHFR_2	0	0	PASS	PASS	FALSE
ASV40	282	111032	119	N	B9	2	0	B9	1	0	PASS	PASS	FALSE
ASV41	154	109889	65	N	PF3D7_0401900	1	18	PF3D7_0724700	74	1	PASS	PASS	FALSE
ASV42	166	108983	136	DD2	PF3D7_0716300	1	0	PF3D7_0716300	0	0	PASS	PASS	FALSE
ASV43	214	98904	138	3D7	PF3D7_0422500	0	0	PF3D7_0422500	1	0	PASS	PASS	FALSE
ASV44	176	96786	80	N	MSRP4	1	0	PF3D7_1018600	82	4	PASS	PASS	FALSE
ASV45	237	95126	171	3D7	PfKelch13C580Y	0	0	PF3D7_1469600	113	2	PASS	PASS	FALSE
ASV46	186	93743	81	N	PF3D7_0220800	1	0	PF3D7_0220800	2	0	PASS	PASS	FALSE
ASV47	186	92988	69	3D7	PF3D7_0220800	0	0	PF3D7_0220800	1	0	PASS	PASS	FALSE
ASV48	225	86712	153	3D7	PF3D7_0411900_1	0	0	PF3D7_0411900_1	1	0	PASS	PASS	FALSE
ASV49	222	83237	61	N	PF3D7_0612900	2	0	PF3D7_0612900	2	0	PASS	PASS	FALSE
ASV50	276	81389	142	3D7	PF3D7_0525100	0	0	PF3D7_0525100	2	0	PASS	PASS	FALSE
ASV51	240	81058	30	N	PF3D7_0806200	2	0	PF3D7_0806200	1	0	PASS	PASS	FALSE
ASV52	337	79348	136	N	PfTRAP_1	147	17	PfTRAP_1	149	17	FAIL	PASS	FALSE
ASV53	244	76189	134	DD2	PF3D7_0935400	2	0	PF3D7_0935400	0	0	PASS	PASS	FALSE
ASV54	241	74279	117	N	PF3D7_0519300	2	0	PF3D7_0935400	112	3	PASS	PASS	FALSE
ASV55	251	72736	36	3D7	PF3D7_0827100	0	0	PF3D7_0827100	2	0	PASS	PASS	FALSE
ASV56	240	72451	30	3D7	PF3D7_0806200	0	0	PF3D7_0806200	3	0	PASS	PASS	FALSE
ASV57	222	71327	28	N	PF3D7_0612900	3	0	PF3D7_0612900	1	0	PASS	PASS	FALSE
ASV58	250	67868	148	3D7	PF3D7_0411900_2	0	0	PF3D7_0411900_2	1	0	PASS	PASS	FALSE
ASV59	254	65997	95	DD2	PF3D7_1340400	1	0	PF3D7_1340400	0	0	PASS	PASS	FALSE
ASV60	243	65565	51	N	PF13_0125	2	0	PF13_0125	1	0	PASS	PASS	FALSE
ASV61	251	64429	25	N	PF3D7_0827100	2	0	PF3D7_0827100	2	0	PASS	PASS	FALSE
ASV62	166	62862	44	N	PF11_0373	2	0	PF11_0373	2	0	PASS	PASS	FALSE
ASV63	211	59505	58	3D7	PF3D7_0504400	0	0	PF3D7_0504400	1	0	PASS	PASS	FALSE
ASV64	163	57609	165	3D7	PF3D7_1464700	0	0	PF3D7_1464700	1	0	PASS	PASS	FALSE
ASV65	169	55699	120	N	PF3D7_1329100	1	0	PF11_0373	71	3	PASS	PASS	FALSE
ASV66	261	54351	123	3D7	PF10_0119	0	0	PF3D7_0503200	109	0	PASS	PASS	FALSE
ASV67	218	51282	163	N	GEST	3	0	GEST	1	0	PASS	PASS	FALSE
ASV68	303	49729	112	3D7	PF3D7_0802000	0	0	PF3D7_0802000	1	0	PASS	PASS	FALSE
ASV69	226	48390	39	N	GAMA	1	0	RhopH3	108	6	PASS	PASS	FALSE
ASV70	217	48084	18	3D7	PF3D7_1473700	0	0	PF3D7_1473700	1	0	PASS	PASS	FALSE
ASV71	211	48025	12	N	PF3D7_0419900_2	1	0	PfMDR1_1	99	7	PASS	PASS	FALSE
ASV72	190	47734	51	DD2	PF3D7_1418100	1	0	PF3D7_1418100	0	0	PASS	PASS	FALSE
ASV73	152	47645	41	3D7	PfDHFR_1	0	0	PfDHFR_1	2	0	PASS	PASS	FALSE
ASV74	276	46623	173	N	PF3D7_1353100	2	0	PF3D7_1353100	1	0	PASS	PASS	FALSE
ASV75	247	45692	55	DD2	PF3D7_1429500	1	0	PF3D7_1429500	0	0	PASS	PASS	FALSE
ASV76	234	45512	99	3D7	PF3D7_0728200	0	0	PF3D7_1455300	113	6	PASS	PASS	FALSE
ASV77	178	45366	172	3D7	Pf113	0	0	PF3D7_0830800_1	81	1	PASS	PASS	FALSE
ASV78	282	44441	44	DD2	B9	1	0	B9	0	0	PASS	PASS	FALSE
ASV79	234	44425	79	N	PF3D7_0728200	2	0	PF3D7_1455300	112	6	PASS	PASS	FALSE
ASV80	247	44425	91	N	PF3D7_1429500	2	0	PF3D7_1429500	1	0	PASS	PASS	FALSE
ASV81	236	44187	96	N	PF3D7_1407800	1	0	PfSERA3	112	3	PASS	PASS	FALSE
ASV82	179	42812	149	N	PF3D7_0104100_1	2	0	PF3D7_1447900	92	1	PASS	PASS	FALSE
ASV83	254	42028	55	N	PF3D7_1340400	2	0	PF3D7_1340400	1	0	PASS	PASS	FALSE
ASV84	248	41926	90	N	PF3D7_0615900	2	3	PF3D7_0615900	1	0	PASS	PASS	FALSE
ASV85	190	40502	49	N	PF3D7_1418100	2	0	PF3D7_1418100	1	0	PASS	PASS	FALSE
ASV86	236	40418	84	3D7	PF3D7_1407800	0	0	PfSERA3	113	3	PASS	PASS	FALSE
ASV87	166	38591	46	N	PF3D7_0716300	2	0	PF3D7_0716300	1	0	PASS	PASS	FALSE
ASV88	154	37787	173	3D7	MAL13P1.50	0	0	PF3D7_0724700	73	1	PASS	PASS	FALSE
ASV89	209	36562	35	N	PF3D7_0807800	3	0	PF3D7_0729700	83	10	PASS	PASS	FALSE
ASV90	190	36465	51	N	PF3D7_1418100	2	0	PF3D7_1418100	1	0	PASS	PASS	FALSE
ASV91	296	35169	23	3D7	PSOP24	0	0	PF3D7_0217200	134	3	PASS	PASS	FALSE
ASV92	263	34718	171	N	PF3D7_1302700	1	0	PF3D7_1302700	1	0	PASS	PASS	FALSE
ASV93	176	34512	107	3D7	MSP11.H103.MSP3.7	0	0	PF3D7_0830800_1	96	1	PASS	PASS	FALSE
ASV94	145	34427	133	3D7	CS	0	0	CS	1	0	PASS	PASS	FALSE
ASV95	155	34274	172	DD2	PF3D7_0724700	1	0	PF3D7_0724700	0	0	PASS	PASS	FALSE
ASV96	279	33976	147	3D7	PF3D7_1354200	0	0	PF3D7_0217200	111	16	PASS	PASS	FALSE
ASV97	41	33687	102	3D7	PfDHPS_2	0	0	PfDHPS_2	1	0	PASS	PASS	FALSE
ASV98	222	31760	21	N	PF3D7_0612900	2	0	PF3D7_0612900	2	0	PASS	PASS	FALSE
ASV99	248	29387	52	N	PF3D7_0615900	3	3	PF3D7_0615900	2	0	PASS	PASS	FALSE
ASV100	244	29123	43	N	PF3D7_0935400	1	0	PF3D7_0935400	1	0	PASS	PASS	FALSE
ASV101	230	28976	157	3D7	PF3D7_1110200	0	0	PF3D7_1469600	106	5	PASS	PASS	FALSE
ASV102	169	28456	57	3D7	PF3D7_1329100	0	0	PF11_0373	72	3	PASS	PASS	FALSE
ASV103	218	28059	126	3D7	PF3D7_1007900	0	0	PF3D7_0422500	99	4	PASS	PASS	FALSE
ASV104	186	27933	172	3D7	PF3D7_1346400	0	0	PF3D7_1346400	1	0	PASS	PASS	FALSE
ASV105	261	26010	112	N	PF3D7_0503200	2	0	PF3D7_0503200	1	0	PASS	PASS	FALSE
ASV106	279	25649	159	N	PF3D7_1472300	1	3	PF3D7_1472300	0	3	PASS	PASS	FALSE
ASV107	208	25382	172	3D7	MSRP3	0	0	PfMDR1_1	91	4	PASS	PASS	FALSE
ASV108	214	24983	42	DD2	PF3D7_0422500	1	0	PF3D7_0422500	0	0	PASS	PASS	FALSE
ASV109	269	24754	126	N	PF3D7_1352900	3	0	PF3D7_1352900	1	0	PASS	PASS	FALSE
ASV110	166	24055	23	3D7	PF11_0373	0	0	PF11_0373	2	0	PASS	PASS	FALSE
ASV111	276	23962	33	N	PF3D7_0525100	1	0	PF3D7_0525100	3	0	PASS	PASS	FALSE
ASV112	164	22870	107	DD2	PF3D7_1239800_1	1	0	PF3D7_1239800_1	0	0	PASS	PASS	FALSE
ASV113	303	22789	52	DD2	PF3D7_0802000	1	0	PF3D7_0802000	0	0	PASS	PASS	FALSE
ASV114	274	22547	66	3D7	PF3D7_1429800	0	0	PF3D7_1035700	133	11	PASS	PASS	FALSE
ASV115	206	22269	30	DD2	PF3D7_1252100	1	0	PF3D7_1252100	0	0	PASS	PASS	FALSE
ASV116	234	22057	93	3D7	PF3D7_0207300	0	0	PF3D7_0207300	4	0	PASS	PASS	FALSE
ASV117	261	21900	60	N	PF10_0119	1	0	PF3D7_0503200	108	0	PASS	PASS	FALSE
ASV118	199	21585	164	N	PF3D7_0729700	1	0	PF3D7_0729700	3	0	PASS	PASS	FALSE
ASV119	192	21218	153	N	PF3D7_1129100	1	0	PF3D7_1129100	1	0	PASS	PASS	FALSE
ASV120	199	20996	118	N	PF3D7_1233600	1	0	PfAMA_1	101	5	PASS	PASS	FALSE
ASV121	165	20844	25	3D7	PF3D7_0806300	0	0	PF3D7_0806300	1	0	PASS	PASS	FALSE
ASV122	249	20783	128	3D7	PF3D7_0809400	0	0	PF3D7_0809400	1	0	PASS	PASS	FALSE
ASV123	168	20575	24	N	PF3D7_1448500	2	0	PF3D7_1448500	1	0	PASS	PASS	FALSE
ASV124	190	20566	32	3D7	PF3D7_1418100	0	0	PF3D7_1418100	1	0	PASS	PASS	FALSE
ASV125	294	20340	172	3D7	PF3D7_1407900	0	0	PF3D7_1322200	143	6	PASS	PASS	FALSE
ASV126	241	20273	40	3D7	PF3D7_0519300	0	0	PF3D7_1455300	111	7	PASS	PASS	FALSE
ASV127	147	19979	170	3D7	PF3D7_1022000	0	0	RAMA	76	1	PASS	PASS	FALSE
ASV128	286	19689	90	N	PF3D7_1035100	6	0	PF3D7_1035100	3	0	PASS	PASS	FALSE
ASV129	259	19361	145	DD2	PF3D7_1114900	1	0	PF3D7_1114900	0	0	PASS	PASS	FALSE
ASV130	217	19348	10	N	PF3D7_1473700	2	0	PF3D7_1473700	1	0	PASS	PASS	FALSE
ASV131	188	18884	137	N	PF3D7_1475900	6	0	PF3D7_1475900	4	0	PASS	PASS	FALSE
ASV132	170	18575	29	3D7	PfDHFR_2	0	0	PfDHFR_2	1	0	PASS	PASS	FALSE
ASV133	190	18273	11	N	PF3D7_0401900	1	18	PF3D7_0401900	1	18	PASS	PASS	FALSE
ASV134	41	18141	67	N	PfDHPS_2	1	0	PfDHPS_2	2	0	PASS	PASS	FALSE
ASV135	285	18040	89	DD2	PF3D7_1035700	4	0	PF3D7_1035700	0	0	PASS	PASS	FALSE
ASV136	177	17551	165	N	PF3D7_1018600	0	6	PF3D7_1018600	0	3	PASS	PASS	FALSE
ASV137	286	16662	71	N	PF3D7_1035100	5	0	PF3D7_1035100	2	0	PASS	PASS	FALSE
ASV138	274	16485	71	N	PF3D7_1429800	2	0	PF3D7_1035700	132	11	PASS	PASS	FALSE
ASV139	196	16107	48	N	PfAMA_1	10	0	PfAMA_1	6	0	PASS	PASS	FALSE
ASV140	236	15929	66	N	PF3D7_1410300	1	0	PF3D7_1410300	3	0	PASS	PASS	FALSE
ASV141	247	15424	36	3D7	PF3D7_1429500	0	0	PF3D7_1429500	1	0	PASS	PASS	FALSE
ASV142	254	15222	91	3D7	PF3D7_1246500	0	0	PF3D7_1246500	1	0	PASS	PASS	FALSE
ASV143	294	14808	116	3D7	PF3D7_1466800	0	0	PF3D7_1465800	120	8	PASS	PASS	FALSE
ASV144	236	14757	60	3D7	PF3D7_1410300	0	0	PF3D7_1410300	2	0	PASS	PASS	FALSE
ASV145	226	14695	137	3D7	PfDHPS_1	0	0	PfDHPS_1	1	0	PASS	PASS	FALSE
ASV146	196	14406	50	N	PfAMA_1	7	0	PfAMA_1	11	0	PASS	PASS	FALSE
ASV147	235	14032	149	DD2	PF3D7_1469600	3	0	PF3D7_1469600	0	0	PASS	PASS	FALSE
ASV148	164	13758	67	3D7	PF3D7_1239800_1	0	0	PF3D7_1239800_1	1	0	PASS	PASS	FALSE
ASV149	254	13684	33	N	PF3D7_1340400	2	0	PF3D7_1340400	1	0	PASS	PASS	FALSE
ASV150	303	13644	154	N	P38	3	0	P38	3	0	PASS	PASS	FALSE
ASV151	241	12916	28	N	PF3D7_0519300	1	0	PF3D7_0935400	112	3	PASS	PASS	FALSE
ASV152	274	12901	41	N	PF3D7_1429800	5	0	PF3D7_1352900	130	5	PASS	PASS	FALSE
ASV153	178	12861	163	3D7	PF3D7_1447900	0	0	PF3D7_1447900	1	0	PASS	PASS	FALSE
ASV154	156	12476	169	3D7	GRP94	0	0	PF3D7_1464700	70	7	PASS	PASS	FALSE
ASV155	254	12434	84	DD2	PF3D7_1246500	1	0	PF3D7_1246500	0	0	PASS	PASS	FALSE
ASV156	239	12415	169	DD2	PfSERA3	1	0	PfSERA3	0	0	PASS	PASS	FALSE
ASV157	209	12232	13	N	PF3D7_0807800	2	0	PF3D7_0729700	83	10	PASS	PASS	FALSE
ASV158	211	12217	13	N	PF3D7_0504400	1	0	PF3D7_0504400	2	0	PASS	PASS	FALSE
ASV159	236	12017	47	N	PF3D7_1410300	2	0	PF3D7_1410300	4	0	PASS	PASS	FALSE
ASV160	234	11575	61	N	PF3D7_0207300	4	0	PF3D7_0207300	3	0	PASS	PASS	FALSE
ASV161	208	11501	168	3D7	PfMDR1_1	0	0	PfMDR1_1	2	0	PASS	PASS	FALSE
ASV162	145	11092	38	DD2	CS	1	0	CS	0	0	PASS	PASS	FALSE
ASV163	218	11047	51	N	PF3D7_1007900	1	0	PF3D7_0830800_2	95	4	PASS	PASS	FALSE
ASV164	248	10986	29	DD2	PF3D7_0615900	1	3	PF3D7_0615900	0	0	PASS	PASS	FALSE
ASV165	239	10766	162	N	PF3D7_1250100	2	0	PF3D7_1250100	1	0	PASS	PASS	FALSE
ASV166	337	10453	16	N	PfTRAP_1	148	17	PfTRAP_1	149	17	FAIL	PASS	FALSE
ASV167	255	10184	52	N	PF3D7_0503200	1	6	PF3D7_0503200	2	6	PASS	PASS	FALSE
ASV168	291	9937	100	N	PF3D7_1126100_1	1	0	PF3D7_1126100_1	3	0	PASS	PASS	FALSE
ASV169	266	9898	22	3D7	PF3D7_1211900	0	0	PF3D7_0508900	121	8	PASS	PASS	FALSE
ASV170	285	9844	45	N	PF3D7_1035700	4	0	PF3D7_1035700	8	0	PASS	PASS	FALSE
ASV171	257	9608	144	N	PF3D7_1409700	4	0	PF3D7_1409700	3	0	PASS	PASS	FALSE
ASV172	225	9486	27	DD2	PF3D7_0411900_1	1	0	PF3D7_0411900_1	0	0	PASS	PASS	FALSE
ASV173	288	9005	95	N	PfCSP_1	7	0	PfCSP_1	2	0	PASS	PASS	FALSE
ASV174	168	8916	11	N	PF3D7_1448500	2	0	PF3D7_1448500	1	0	PASS	PASS	FALSE
ASV175	196	8412	43	3D7	PfAMA_1	0	0	PfAMA_1	6	0	PASS	PASS	FALSE
ASV176	235	8313	10	N	PF3D7_0501800	1	0	PfDHPS_1	100	9	PASS	PASS	FALSE
ASV177	282	8255	17	N	B9	2	0	B9	1	0	PASS	PASS	FALSE
ASV178	199	8185	51	3D7	PF3D7_1233600	0	0	PfAMA_1	102	5	PASS	PASS	FALSE
ASV179	294	8080	53	N	PF3D7_1466800	1	0	PF3D7_1465800	120	8	PASS	PASS	FALSE
ASV180	73	7864	154	N	PfMDR1_2	1	0	PfDHPS_2	16	32	PASS	PASS	FALSE
ASV181	160	7735	15	N	PF3D7_1302900	2	0	PF3D7_1302900	2	0	PASS	PASS	FALSE
ASV182	250	7547	27	DD2	PF3D7_0411900_2	1	0	PF3D7_0411900_2	0	0	PASS	PASS	FALSE
ASV183	210	7456	159	3D7	PF3D7_1224000	0	0	SPECT	96	4	PASS	PASS	FALSE
ASV184	186	7310	8	DD2	PF3D7_0220800	1	0	PF3D7_0220800	0	0	PASS	PASS	FALSE
ASV185	269	7243	22	N	PF3D7_1352900	3	0	PF3D7_1352900	2	0	PASS	PASS	FALSE
ASV186	234	7204	150	N	PF3D7_1250400	1	0	PF3D7_1320700	103	2	PASS	PASS	FALSE
ASV187	274	6827	15	N	MSP10	2	0	MSP10	1	0	PASS	PASS	FALSE
ASV188	160	6608	40	N	PF3D7_1302900	4	0	PF3D7_1302900	4	0	PASS	PASS	TRUE
ASV189	262	6514	136	N	PF3D7_1473700	1	45	PF3D7_1473700	0	45	PASS	FAIL	FALSE
ASV190	279	6334	21	N	PF3D7_1354200	1	0	PF3D7_1353100	131	3	PASS	PASS	FALSE
ASV191	175	6131	130	3D7	PF3D7_1126100_2	0	0	PF3D7_1126100_2	1	0	PASS	PASS	FALSE
ASV192	177	6022	144	DD2	PF3D7_0830800_1	1	0	PF3D7_0830800_1	0	0	PASS	PASS	FALSE
ASV193	196	5983	22	N	PfAMA_1	12	0	PfAMA_1	10	0	PASS	PASS	FALSE
ASV194	285	5972	48	N	PF3D7_1035700	6	0	PF3D7_1035700	6	0	PASS	PASS	FALSE
ASV195	304	5600	111	N	PF3D7_0217200	0	3	PF3D7_0217200	0	9	PASS	PASS	FALSE
ASV196	288	5589	56	N	PfCSP_1	10	0	PfCSP_1	6	0	PASS	PASS	FALSE
ASV197	214	5545	163	3D7	ASP	0	0	PF3D7_1473700	100	3	PASS	PASS	FALSE
ASV198	218	5541	128	3D7	PF3D7_0710400	0	0	PF3D7_0710400	2	0	PASS	PASS	FALSE
ASV199	337	5480	10	N	PfTRAP_1	148	17	PfTRAP_1	149	17	FAIL	PASS	FALSE
ASV200	220	5127	160	N	RhopH3	2	0	RhopH3	1	0	PASS	PASS	FALSE
ASV201	258	5081	74	N	PF3D7_0508900	1	0	PF3D7_0508900	1	0	PASS	PASS	FALSE
ASV202	245	5075	118	3D7	PF3D7_1332900	0	0	PF3D7_0311900	106	10	PASS	PASS	FALSE
ASV203	258	5041	77	N	PF3D7_0508900	1	0	PF3D7_0508900	3	0	PASS	PASS	FALSE
ASV204	304	4742	97	N	PF3D7_0103600	1	6	PF3D7_0802000	143	11	PASS	PASS	FALSE
ASV205	286	4656	4	3D7	PF3D7_0211700	0	0	PF3D7_0211700	0	30	PASS	PASS	FALSE
ASV206	154	4598	124	DD2	PF3D7_1034900_1	1	0	PF3D7_1034900_1	0	0	PASS	PASS	FALSE
ASV207	226	4370	30	N	PfDHPS_1	1	0	PfDHPS_1	2	0	PASS	PASS	FALSE
ASV208	228	4331	92	N	PF3D7_0424400	4	0	PF3D7_0424400	3	0	PASS	PASS	FALSE
ASV209	168	4291	8	DD2	PF3D7_1448500	1	0	PF3D7_1448500	0	0	PASS	PASS	FALSE
ASV210	291	4289	57	N	PF3D7_1126100_1	1	0	PF3D7_1126100_1	1	0	PASS	PASS	FALSE
ASV211	89	4172	98	3D7	PfMDR1_4	0	0	PfDHPS_2	19	48	PASS	PASS	FALSE
ASV212	259	4033	27	3D7	PF3D7_1114900	0	0	PF3D7_1114900	1	0	PASS	PASS	FALSE
ASV213	298	3987	71	N	PF3D7_0103600	2	0	PF3D7_1465800	124	10	PASS	PASS	FALSE
ASV214	234	3823	1	N	PF3D7_1455300	2	0	PF3D7_1455300	1	0	PASS	PASS	FALSE
ASV215	235	3757	3	N	PF3D7_0501800	1	0	PfDHPS_1	99	9	PASS	PASS	FALSE
ASV216	179	3669	21	N	PF3D7_0104100_1	3	0	PF3D7_1447900	92	1	PASS	PASS	FALSE
ASV217	256	3513	3	N	PF3D7_0211700	1	30	PF3D7_0211700	1	0	PASS	PASS	FALSE
ASV218	296	3346	153	N	PF3D7_1333200	1	0	PF3D7_1322200	122	6	PASS	PASS	FALSE
ASV219	162	3339	113	N	PF3D7_0905600	7	3	PF3D7_1239800_1	75	2	PASS	PASS	FALSE
ASV220	286	3334	17	DD2	PF3D7_1035100	5	0	PF3D7_1035100	0	0	PASS	PASS	FALSE
ASV221	276	3322	16	N	PF3D7_1472300	2	0	PF3D7_1472300	1	0	PASS	PASS	FALSE
ASV222	226	3279	143	DD2	PF3D7_1148700_1	3	0	PF3D7_1148700_1	0	0	PASS	PASS	FALSE
ASV223	269	3197	23	N	PF3D7_1352900	2	0	PF3D7_1352900	2	0	PASS	PASS	FALSE
ASV224	234	2978	1	N	PF3D7_1455300	3	0	PF3D7_1455300	2	0	PASS	PASS	FALSE
ASV225	307	2801	104	N	PF3D7_0217200	139	6	PF3D7_0217200	133	12	FAIL	PASS	FALSE
ASV226	89	2779	66	N	PfMDR1_4	1	0	PfDHPS_2	19	48	PASS	PASS	FALSE
ASV227	192	2760	19	DD2	PF3D7_1129100	0	0	PF3D7_1129100	0	0	PASS	PASS	FALSE
ASV228	234	2712	22	N	PF3D7_0207300	4	0	PF3D7_0207300	2	0	PASS	PASS	FALSE
ASV229	218	2703	11	N	GEST	3	0	GEST	1	0	PASS	PASS	FALSE
ASV230	285	2658	59	N	PF3D7_0711500	5	3	PF3D7_0711500	4	3	PASS	PASS	FALSE
ASV231	218	2566	38	N	PF3D7_0710400	1	0	PF3D7_0710400	1	0	PASS	PASS	FALSE
ASV232	243	2334	1	3D7	PF13_0125	0	0	PF13_0125	1	0	PASS	PASS	FALSE
ASV233	249	2293	27	N	PF3D7_0809400	2	0	PF3D7_0809400	1	0	PASS	PASS	FALSE
ASV234	236	2192	11	DD2	PF3D7_1410300	2	0	PF3D7_1410300	0	0	PASS	PASS	FALSE
ASV235	188	2171	19	N	PF3D7_1475900	3	0	PF3D7_1475900	1	0	PASS	PASS	FALSE
ASV236	255	2117	110	N	PF3D7_0311900	6	0	PF3D7_0311900	1	0	PASS	PASS	FALSE
ASV237	228	2035	33	N	PF3D7_0424400	5	0	PF3D7_0424400	4	0	PASS	PASS	FALSE
ASV238	303	1987	10	N	PF3D7_0802000	1	0	PF3D7_0802000	2	0	PASS	PASS	FALSE
ASV239	245	1936	49	N	PF3D7_1332900	1	0	PF3D7_0311900	105	10	PASS	PASS	FALSE
ASV240	235	1784	24	N	PF3D7_1469600	4	0	PF3D7_1469600	1	0	PASS	PASS	FALSE
ASV241	161	1777	131	3D7	PF3D7_0212800	0	0	PF3D7_0212800	1	0	PASS	PASS	FALSE
ASV242	288	1689	38	N	PF3D7_0711500	2	0	PF3D7_0711500	1	0	PASS	PASS	FALSE
ASV243	196	1558	11	N	PfAMA_1	3	0	PfAMA_1	7	0	PASS	PASS	FALSE
ASV244	194	1547	14	N	PF3D7_0910000	1	0	PF3D7_0910000	2	0	PASS	PASS	TRUE
ASV245	255	1509	11	N	PF3D7_0503200	0	6	PF3D7_0503200	3	6	PASS	PASS	FALSE
ASV246	219	1461	2	DD2	Pfs16	2	0	Pfs16	0	0	PASS	PASS	FALSE
ASV247	168	1429	1	N	PF3D7_1448500	3	0	PF3D7_1448500	2	0	PASS	PASS	FALSE
ASV248	216	1427	97	N	PF3D7_1125700	1	0	PF3D7_1125700	1	4	PASS	PASS	FALSE
ASV249	152	1416	1	N	PfDHFR_1	1	0	PfDHFR_1	3	0	PASS	PASS	FALSE
ASV250	234	1408	57	N	PF3D7_1320700	2	0	PF3D7_1320700	2	0	PASS	PASS	FALSE
ASV251	234	1408	2	DD2	PF3D7_1455300	1	0	PF3D7_1455300	0	0	PASS	PASS	FALSE
ASV252	288	1370	64	3D7	PF3D7_0711500	0	0	PF3D7_0711500	1	0	PASS	PASS	FALSE
